Name,Born,Is_playoff,Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist,2P_FGA,0-3_FGA,3-10_FGA,10-16_FGA,16-3P_FGA,3P_FGA,2P_FG,0-3_FG,3-10_FG,10-16_FG,16-3P_FG,3P_FG,2P_AST,3P_AST,FGA_DUNK,FG_DUNK,FG3A_Corner3,FG_Corner3,FG3A_Heave,FG3_heave
Toney Douglas,1986-03-16,0,2012-13,26,HOU,NBA,PG,49,913,.395,15.4,.540,.222,.142,.094,.082,.460,.411,.526,.420,.303,.207,.377,.385,.869,.000,0,.395,.391,1,1
Matt Bonner,1980-04-05,0,2012-13,32,SAS,NBA,PF,68,909,.487,18.4,.478,.052,.196,.078,.152,.522,.536,.583,.489,.556,.571,.442,.746,1.000,.004,1,.200,.417,0,0
Matt Bonner,1980-04-05,0,2013-14,33,SAS,NBA,PF,61,690,.445,18.9,.402,.043,.213,.061,.085,.598,.470,.714,.429,.200,.643,.429,.774,.976,.000,0,.194,.579,0,0
Jonah Bolden,1996-01-02,0,2019-20,24,PHO,NBA,C,3,33,.250,10.0,.625,.625,.000,.000,.000,.375,.400,.400,,,,.000,.000,,.250,1,.333,.000,0,0
Jonah Bolden,1996-01-02,1,2018-19,23,PHI,NBA,PF,10,79,.263,22.3,.158,.053,.105,.000,.000,.842,.333,1.000,.000,,,.250,.000,1.000,.000,0,.188,.333,0,0
Bol Bol,1999-11-16,1,2020-21,21,DEN,NBA,PF,3,6,.000,25.2,.000,.000,.000,.000,.000,1.000,,,,,,.000,,,.000,0,.000,,0,0
Keith Bogans,1980-05-12,0,2010-11,30,CHI,NBA,SG,82,1461,.404,20.7,.228,.114,.039,.007,.068,.772,.486,.686,.333,.000,.286,.380,.794,.989,.000,0,.506,.358,0,0
Keith Bogans,1980-05-12,0,2011-12,31,NJN,NBA,SF,5,94,.381,15.6,.429,.286,.095,.000,.048,.571,.556,.333,1.000,,1.000,.250,.600,1.000,.000,0,.500,.333,0,0
Andrew Bogut,1984-11-28,0,2013-14,29,GSW,NBA,C,67,1769,.627,3.1,1.000,.696,.253,.032,.019,.000,.627,.697,.442,.583,.571,,.715,,.259,91,,,0,0
Andrew Bogut,1984-11-28,0,2014-15,30,GSW,NBA,C,67,1583,.563,3.2,1.000,.592,.346,.056,.006,.000,.563,.643,.488,.250,.000,,.660,,.186,56,,,0,0
Andrew Bogut,1984-11-28,0,2015-16,31,GSW,NBA,C,70,1451,.627,2.7,.996,.677,.258,.047,.014,.004,.626,.757,.375,.231,.250,1.000,.764,.000,.297,78,.000,,0,0
Bojan Bogdanović,1989-04-18,0,2016-17,27,BRK,NBA,SF,55,1482,.440,14.6,.547,.319,.092,.074,.062,.453,.509,.610,.411,.289,.395,.357,.488,.929,.028,14,.235,.446,0,0
Bojan Bogdanović,1989-04-18,0,2016-17,27,WAS,NBA,SF,26,601,.457,16.4,.509,.214,.128,.085,.081,.491,.521,.660,.367,.350,.579,.391,.565,.911,.017,4,.209,.375,0,0
Bogdan Bogdanović,1992-08-18,0,2020-21,28,ATL,NBA,SG,44,1305,.473,18.7,.411,.110,.108,.122,.071,.589,.522,.629,.459,.464,.550,.438,.397,.836,.000,0,.216,.556,0,0
Bogdan Bogdanović,1992-08-18,1,2020-21,28,ATL,NBA,SG,18,598,.390,18.9,.426,.112,.100,.096,.116,.574,.472,.679,.400,.542,.276,.329,.460,.766,.004,1,.266,.342,1,0
Toney Douglas,1986-03-16,0,2012-13,26,SAC,NBA,PG,22,376,.430,15.5,.526,.237,.132,.088,.070,.474,.467,.667,.267,.300,.375,.389,.393,.667,.009,1,.278,.600,0,0
Toney Douglas,1986-03-16,0,2013-14,27,TOT,NBA,PG,51,675,.384,17.2,.463,.232,.068,.053,.111,.537,.477,.591,.154,.600,.381,.304,.548,.871,.000,0,.333,.294,2,0
Matt Bonner,1980-04-05,0,2014-15,34,SAS,NBA,PF,72,935,.409,17.5,.452,.048,.270,.070,.065,.548,.462,.727,.452,.563,.200,.365,.625,1.000,.004,1,.159,.350,1,0
Matt Bonner,1980-04-05,0,2015-16,35,SAS,NBA,C,30,206,.509,19.2,.404,.123,.105,.070,.105,.596,.609,.429,.833,.750,.500,.441,.714,1.000,.000,0,.147,.400,1,0
Keith Bogans,1980-05-12,0,2012-13,32,BRK,NBA,SG,74,1408,.380,21.9,.137,.067,.025,.004,.042,.863,.615,.737,.571,1.000,.417,.343,.542,.988,.000,0,.665,.350,2,0
Keith Bogans,1980-05-12,0,2013-14,33,BOS,NBA,SG,6,55,.500,24.1,.000,.000,.000,.000,.000,1.000,,,,,,.500,,1.000,.000,0,.667,.250,0,0
Andrew Bogut,1984-11-28,0,2016-17,32,TOT,NBA,C,27,583,.469,4.3,.988,.457,.469,.062,.000,.012,.475,.568,.421,.200,,.000,.526,,.099,7,.000,,0,0
Andrew Bogut,1984-11-28,0,2016-17,32,DAL,NBA,C,26,582,.469,4.3,.988,.457,.469,.062,.000,.012,.475,.568,.421,.200,,.000,.526,,.099,7,.000,,0,0
Bojan Bogdanović,1989-04-18,0,2017-18,28,IND,NBA,SF,80,2464,.474,14.7,.547,.262,.123,.096,.066,.453,.534,.632,.448,.463,.411,.402,.530,.942,.016,13,.272,.457,0,0
Bojan Bogdanović,1989-04-18,0,2018-19,29,IND,NBA,SF,81,2573,.497,13.5,.633,.303,.144,.119,.068,.367,.538,.676,.377,.416,.479,.425,.642,.921,.029,31,.288,.495,0,0
Toney Douglas,1986-03-16,0,2013-14,27,GSW,NBA,PG,24,265,.372,21.6,.314,.093,.047,.058,.116,.686,.481,.750,.000,.600,.400,.322,.769,.842,.000,0,.254,.400,2,0
Toney Douglas,1986-03-16,0,2013-14,27,MIA,NBA,PG,27,410,.394,13.6,.587,.346,.087,.048,.106,.413,.475,.556,.222,.600,.364,.279,.448,.917,.000,0,.442,.211,0,0
Matt Bonner,1980-04-05,1,2009-10,29,SAS,NBA,PF,10,173,.432,18.4,.386,.091,.159,.091,.045,.614,.529,.500,.429,1.000,.000,.370,.333,1.000,.000,0,.222,.333,0,0
Matt Bonner,1980-04-05,1,2010-11,30,SAS,NBA,PF,6,123,.480,20.6,.280,.000,.160,.080,.040,.720,.857,,1.000,1.000,.000,.333,.500,1.000,.000,0,.278,.400,0,0
Keith Bogans,1980-05-12,1,2009-10,29,SAS,NBA,SF,8,55,.200,15.1,.400,.300,.100,.000,.000,.600,.250,.333,.000,,,.167,1.000,1.000,.000,0,.167,.000,0,0
Keith Bogans,1980-05-12,1,2010-11,30,CHI,NBA,SG,16,307,.406,21.7,.145,.087,.014,.014,.029,.855,.300,.500,.000,.000,.000,.424,1.000,1.000,.000,0,.525,.323,0,0
Andrew Bogut,1984-11-28,0,2016-17,32,CLE,NBA,C,1,1,,,,,,,,,,,,,,,,,,0,,,0,0
Andrew Bogut,1984-11-28,0,2017-18,33,LAL,NBA,C,24,216,.680,2.8,1.000,.720,.160,.080,.040,.000,.680,.778,.500,.000,1.000,,.353,,.200,4,,,0,0
Andrew Bogut,1984-11-28,0,2018-19,34,GSW,NBA,C,11,134,.500,4.2,1.000,.611,.250,.111,.028,.000,.500,.591,.333,.500,.000,,.611,,.167,5,,,0,0
Bojan Bogdanović,1989-04-18,0,2019-20,30,UTA,NBA,SF,63,2083,.447,15.4,.511,.195,.207,.080,.029,.489,.479,.698,.361,.333,.259,.414,.507,.857,.029,22,.282,.473,0,0
Bojan Bogdanović,1989-04-18,0,2020-21,31,UTA,NBA,SF,72,2216,.439,15.4,.502,.181,.226,.079,.016,.498,.487,.635,.411,.438,.133,.390,.412,.961,.015,11,.406,.444,0,0
Toney Douglas,1986-03-16,0,2014-15,28,NOP,NBA,SG,12,177,.373,14.8,.647,.176,.157,.137,.176,.353,.424,1.000,.250,.000,.333,.278,.071,1.000,.000,0,.278,.600,0,0
Toney Douglas,1986-03-16,0,2015-16,29,NOP,NBA,PG,61,1262,.411,16.1,.544,.200,.101,.106,.139,.456,.421,.584,.333,.234,.403,.399,.402,.679,.000,0,.187,.526,1,0
Matt Bonner,1980-04-05,1,2011-12,31,SAS,NBA,PF,13,165,.313,21.0,.281,.000,.094,.094,.094,.719,.222,,.333,.000,.333,.348,1.000,1.000,.000,0,.435,.500,0,0
Matt Bonner,1980-04-05,1,2012-13,32,SAS,NBA,PF,20,267,.475,17.7,.458,.068,.271,.051,.068,.542,.481,.500,.500,.333,.500,.469,.769,1.000,.000,0,.094,.000,0,0
Keith Bogans,1980-05-12,1,2012-13,32,BRK,NBA,SG,2,23,.000,22.2,.000,.000,.000,.000,.000,1.000,,,,,,.000,,,.000,0,1.000,.000,0,0
Andrew Bogut,1984-11-28,1,2012-13,28,GSW,NBA,C,12,327,.582,3.4,1.000,.612,.358,.015,.015,.000,.582,.732,.375,.000,.000,,.769,,.239,15,,,0,0
Andrew Bogut,1984-11-28,1,2014-15,30,GSW,NBA,C,19,440,.560,3.4,.987,.667,.267,.027,.027,.013,.568,.720,.250,.500,.000,.000,.738,,.267,18,.000,,0,0
Bojan Bogdanović,1989-04-18,1,2014-15,25,BRK,NBA,SF,6,206,.390,17.5,.441,.169,.068,.102,.102,.559,.462,.800,.250,.000,.500,.333,.750,1.000,.051,3,.455,.333,0,0
Bojan Bogdanović,1989-04-18,1,2016-17,27,WAS,NBA,SF,13,264,.414,17.1,.483,.230,.069,.080,.103,.517,.476,.650,.167,.571,.222,.356,.750,.875,.023,2,.244,.182,1,0
Toney Douglas,1986-03-16,0,2016-17,30,MEM,NBA,PG,24,394,.368,16.2,.641,.188,.145,.111,.197,.359,.480,.591,.529,.231,.478,.167,.361,.429,.000,0,.048,.500,2,0
Toney Douglas,1986-03-16,1,2010-11,24,NYK,NBA,SG,4,112,.366,16.0,.561,.220,.098,.098,.146,.439,.348,.444,.250,.250,.333,.389,.250,.571,.000,0,.222,.250,0,0
Matt Bonner,1980-04-05,1,2013-14,33,SAS,NBA,PF,22,136,.476,19.3,.429,.048,.095,.095,.190,.571,.667,1.000,.500,1.000,.500,.333,.500,1.000,.000,0,.167,.500,0,0
Matt Bonner,1980-04-05,1,2014-15,34,SAS,NBA,PF,7,36,.200,24.7,.100,.000,.000,.000,.100,.900,.000,,,,.000,.222,,1.000,.000,0,.222,.000,0,0
Andrew Bogut,1984-11-28,1,2015-16,31,GSW,NBA,C,22,365,.623,3.5,.974,.675,.234,.065,.000,.026,.640,.731,.389,.600,,.000,.688,,.234,16,.000,,0,0
Andrew Bogut,1984-11-28,1,2018-19,34,GSW,NBA,C,19,179,.649,3.2,1.000,.730,.216,.054,.000,.000,.649,.778,.375,.000,,,.667,,.189,7,,,0,0
Bojan Bogdanović,1989-04-18,1,2017-18,28,IND,NBA,SF,7,238,.395,17.5,.444,.160,.123,.099,.062,.556,.417,.846,.200,.250,.000,.378,.600,1.000,.012,1,.289,.308,0,0
Bojan Bogdanović,1989-04-18,1,2018-19,29,IND,NBA,SF,4,148,.397,13.6,.651,.302,.143,.111,.095,.349,.439,.684,.222,.429,.000,.318,.500,.857,.032,2,.045,1.000,0,0
Toney Douglas,1986-03-16,1,2011-12,25,NYK,NBA,PG,1,8,1.000,1.0,1.000,1.000,.000,.000,.000,.000,1.000,1.000,,,,,1.000,,.000,0,,,0,0
Toney Douglas,1986-03-16,1,2013-14,27,MIA,NBA,PG,10,29,.333,21.5,.333,.111,.000,.000,.222,.667,.000,.000,,,.000,.500,,.333,.000,0,.333,.500,0,0
Vander Blue,1992-07-17,0,2013-14,21,BOS,NBA,SG,3,15,.500,8.0,.750,.000,.750,.000,.000,.250,.667,,.667,,,.000,.000,,.000,0,.000,,0,0
Haywood Highsmith,1996-12-09,0,2018-19,22,PHI,NBA,SF,5,40,.400,15.2,.500,.300,.100,.100,.000,.500,.600,.333,1.000,1.000,,.200,1.000,1.000,.000,0,.400,.000,0,0
Cory Higgins,1989-06-14,0,2011-12,22,CHA,NBA,PG,38,423,.325,11.8,.875,.281,.175,.156,.263,.125,.343,.400,.214,.480,.286,.200,.375,.750,.006,0,.250,.400,0,0
Isaiah Hicks,1994-07-24,0,2017-18,23,NYK,NBA,PF,18,240,.458,7.3,.875,.514,.181,.111,.069,.125,.492,.649,.154,.500,.200,.222,.806,1.000,.194,13,.333,.333,0,0
Bojan Bogdanović,1989-04-18,1,2020-21,31,UTA,NBA,SF,11,390,.467,17.0,.445,.102,.226,.095,.022,.555,.475,.429,.484,.538,.333,.461,.586,.886,.007,1,.289,.500,0,0
Vander Blue,1992-07-17,0,2014-15,22,LAL,NBA,SG,2,74,.300,12.4,.667,.400,.100,.000,.167,.333,.350,.500,.000,,.200,.200,.286,1.000,.033,1,.100,.000,0,0
Vander Blue,1992-07-17,0,2017-18,25,LAL,NBA,SG,5,45,.200,10.4,.600,.600,.000,.000,.000,.400,.333,.333,,,,.000,.000,,.000,0,.000,,0,0
Cory Higgins,1989-06-14,0,2012-13,23,CHA,NBA,SG,6,32,.316,16.8,.737,.105,.158,.263,.211,.263,.357,.500,.000,.400,.500,.200,.200,1.000,.000,0,.200,.000,1,0
Buddy Hield,1992-12-17,0,2016-17,24,TOT,NBA,SG,82,1888,.426,16.9,.506,.197,.091,.100,.117,.494,.461,.550,.414,.442,.367,.391,.436,.791,.012,9,.169,.469,1,0
Isaiah Hicks,1994-07-24,0,2018-19,24,NYK,NBA,PF,3,32,.500,7.6,1.000,.500,.125,.250,.125,.000,.500,.500,.000,.500,1.000,,.500,,.125,0,,,0,0
J.J. Hickson,1988-09-04,0,2009-10,21,CLE,NBA,PF,81,1691,.554,5.1,.998,.638,.149,.075,.136,.002,.555,.691,.436,.256,.211,.000,.775,,.257,117,.000,,1,0
Roy Hibbert,1986-12-11,0,2009-10,23,IND,NBA,C,81,2035,.495,6.9,.992,.380,.352,.129,.132,.008,.495,.609,.451,.416,.359,.500,.503,1.000,.065,45,.667,.500,0,0
Mario Hezonja,1995-02-25,0,2015-16,20,ORL,NBA,SF,79,1413,.433,16.9,.541,.203,.081,.050,.206,.459,.504,.659,.412,.476,.395,.349,.526,.836,.053,19,.182,.429,4,0
Kevin Hervey,1996-07-09,0,2019-20,23,OKC,NBA,PF,10,52,.259,22.2,.259,.074,.037,.037,.111,.741,.571,1.000,.000,.000,.667,.150,.500,.667,.000,0,.100,.500,0,0
Tyler Herro,2000-01-20,0,2019-20,20,MIA,NBA,SG,55,1508,.428,18.0,.528,.122,.106,.116,.184,.472,.462,.584,.433,.425,.422,.389,.474,.784,.005,3,.151,.467,2,0
Buddy Hield,1992-12-17,0,2016-17,24,NOP,NBA,SG,57,1161,.393,16.8,.488,.246,.068,.062,.113,.512,.417,.517,.219,.276,.396,.369,.490,.820,.011,5,.141,.441,1,0
Buddy Hield,1992-12-17,0,2016-17,24,SAC,NBA,SG,25,727,.480,17.0,.534,.118,.128,.162,.125,.466,.525,.657,.579,.542,.324,.428,.373,.746,.014,4,.217,.500,0,0
J.J. Hickson,1988-09-04,0,2010-11,22,CLE,NBA,C,80,2256,.458,7.5,.995,.453,.207,.135,.200,.005,.461,.618,.345,.325,.316,.000,.634,,.109,99,.200,.000,0,0
J.J. Hickson,1988-09-04,0,2011-12,23,TOT,NBA,PF,54,1244,.467,7.5,.995,.429,.235,.145,.189,.005,.469,.631,.435,.228,.338,.000,.601,,.135,44,.000,,0,0
J.J. Hickson,1988-09-04,0,2011-12,23,SAC,NBA,PF,35,644,.370,9.1,.994,.335,.231,.185,.249,.006,.372,.569,.275,.250,.302,.000,.656,,.127,17,.000,,0,0
Roy Hibbert,1986-12-11,0,2010-11,24,IND,NBA,C,81,2244,.461,7.5,.996,.292,.433,.133,.138,.004,.463,.658,.400,.381,.325,.000,.541,,.102,81,.250,.000,1,0
Roy Hibbert,1986-12-11,0,2011-12,25,IND,NBA,C,65,1937,.497,6.0,.999,.358,.455,.118,.067,.001,.498,.569,.510,.329,.333,.000,.482,,.069,37,.000,,0,0
Mario Hezonja,1995-02-25,0,2016-17,21,ORL,NBA,SF,65,960,.355,17.5,.564,.182,.097,.042,.242,.436,.398,.517,.375,.357,.325,.299,.500,.837,.036,9,.222,.250,4,0
Mario Hezonja,1995-02-25,0,2017-18,22,ORL,NBA,SF,75,1657,.442,15.0,.567,.246,.143,.063,.113,.433,.523,.691,.375,.359,.443,.337,.568,.878,.057,34,.131,.314,0,0
Tyler Herro,2000-01-20,0,2020-21,21,MIA,NBA,SG,54,1635,.439,16.5,.575,.163,.160,.109,.143,.425,.498,.667,.455,.408,.420,.360,.460,.729,.011,7,.138,.463,4,0
Tyler Herro,2000-01-20,1,2019-20,20,MIA,NBA,SG,21,706,.433,17.0,.538,.148,.119,.155,.116,.462,.483,.537,.394,.465,.531,.375,.389,.833,.004,0,.172,.409,0,0
Willy Hernangómez,1994-05-27,0,2016-17,22,NYK,NBA,C,72,1324,.529,5.0,.968,.606,.219,.077,.060,.032,.538,.621,.431,.417,.286,.267,.607,1.000,.097,39,.400,.167,0,0
Dewan Hernandez,1996-12-09,0,2019-20,23,TOR,NBA,C,6,28,.357,5.9,.857,.643,.214,.000,.000,.143,.333,.222,.667,,,.500,.250,1.000,.000,0,.000,,0,0
Buddy Hield,1992-12-17,0,2017-18,25,SAC,NBA,SG,80,2024,.446,16.4,.563,.160,.106,.105,.192,.437,.457,.631,.364,.327,.436,.431,.442,.773,.015,13,.164,.537,2,0
Buddy Hield,1992-12-17,0,2018-19,26,SAC,NBA,SG,82,2615,.458,17.0,.521,.190,.089,.094,.149,.479,.487,.671,.240,.414,.446,.427,.504,.842,.026,34,.194,.516,2,0
J.J. Hickson,1988-09-04,0,2011-12,23,POR,NBA,PF,19,600,.543,6.3,.995,.502,.237,.114,.142,.005,.546,.664,.558,.200,.387,.000,.571,,.142,27,.000,,0,0
J.J. Hickson,1988-09-04,0,2012-13,24,POR,NBA,C,80,2323,.562,5.2,.997,.583,.196,.122,.095,.003,.563,.671,.342,.462,.493,.000,.672,,.176,122,.500,.000,0,0
Xavier Henry,1991-03-15,0,2010-11,19,MEM,NBA,SG,38,527,.406,13.5,.894,.256,.138,.069,.431,.106,.441,.610,.409,.364,.362,.118,.619,1.000,.038,4,.235,.000,0,0
Rayjon Tucker,1997-09-24,0,2019-20,22,UTA,NBA,SG,20,161,.465,14.1,.605,.209,.209,.163,.023,.395,.654,.778,.556,.571,1.000,.176,.471,1.000,.023,1,.059,.000,0,0
Juancho Hernangómez,1995-09-28,0,2016-17,21,DEN,NBA,PF,62,842,.451,14.1,.496,.353,.098,.018,.031,.504,.495,.595,.318,.000,.143,.407,.618,1.000,.080,15,.257,.517,0,0
John Henson,1990-12-28,0,2012-13,22,MIL,NBA,PF,63,827,.482,5.9,.991,.479,.304,.095,.113,.009,.486,.646,.422,.219,.211,.000,.611,,.104,35,.333,.000,1,0
Roy Hibbert,1986-12-11,0,2012-13,26,IND,NBA,C,79,2269,.448,6.4,.995,.360,.424,.130,.081,.005,.449,.518,.423,.348,.443,.250,.523,1.000,.064,49,.500,.500,1,0
Roy Hibbert,1986-12-11,0,2013-14,27,IND,NBA,C,81,2409,.439,8.0,.993,.245,.442,.155,.151,.007,.439,.546,.417,.402,.368,.400,.578,1.000,.037,27,.400,.500,0,0
Mario Hezonja,1995-02-25,0,2018-19,23,NYK,NBA,SF,58,1206,.412,12.8,.672,.341,.151,.086,.095,.328,.478,.563,.329,.525,.364,.276,.470,.857,.045,19,.158,.125,0,0
Mario Hezonja,1995-02-25,0,2019-20,24,POR,NBA,PF,53,871,.422,13.1,.642,.330,.165,.078,.069,.358,.486,.500,.528,.471,.333,.308,.441,.917,.046,8,.167,.154,1,0
Mario Hezonja,1995-02-25,1,2019-20,24,POR,NBA,PF,5,68,.409,13.6,.682,.273,.182,.091,.136,.318,.467,.167,1.000,1.000,.000,.286,.286,.500,.000,0,.143,.000,0,0
Tyler Herro,2000-01-20,1,2020-21,21,MIA,NBA,SG,4,93,.316,18.8,.500,.079,.105,.158,.158,.500,.316,.667,.250,.333,.167,.316,.333,.833,.000,0,.105,.500,0,0
Willy Hernangómez,1994-05-27,0,2017-18,23,TOT,NBA,C,48,495,.555,5.3,.927,.573,.268,.043,.049,.073,.566,.660,.455,.429,.125,.417,.674,1.000,.122,20,.250,.667,0,0
Willy Hernangómez,1994-05-27,0,2017-18,23,NYK,NBA,C,26,233,.605,5.5,.938,.556,.272,.049,.062,.062,.632,.733,.545,.500,.200,.200,.688,1.000,.148,12,.000,,0,0
Willy Hernangómez,1994-05-27,0,2017-18,23,CHO,NBA,C,22,262,.506,5.1,.916,.590,.265,.036,.036,.084,.500,.592,.364,.333,.000,.571,.658,1.000,.096,8,.429,.667,0,0
Buddy Hield,1992-12-17,0,2019-20,27,SAC,NBA,SG,72,2216,.429,19.1,.408,.130,.078,.082,.118,.592,.479,.675,.352,.400,.401,.394,.396,.723,.015,16,.172,.483,0,0
Buddy Hield,1992-12-17,0,2020-21,28,SAC,NBA,SG,71,2433,.406,21.2,.273,.087,.060,.064,.063,.727,.446,.640,.267,.444,.355,.391,.331,.812,.009,8,.136,.469,1,0
J.J. Hickson,1988-09-04,0,2013-14,25,DEN,NBA,PF,69,1859,.508,6.2,.988,.480,.278,.128,.101,.012,.514,.697,.357,.381,.242,.000,.693,,.159,98,.125,.000,1,0
J.J. Hickson,1988-09-04,0,2014-15,26,DEN,NBA,C,73,1411,.475,4.3,.996,.558,.294,.096,.048,.004,.477,.609,.341,.250,.227,.000,.670,,.163,68,.500,.000,1,0
Xavier Henry,1991-03-15,0,2011-12,20,NOH,NBA,SG,45,759,.395,11.8,.925,.254,.189,.114,.368,.075,.393,.638,.256,.154,.369,.412,.627,1.000,.026,6,.529,.556,0,0
Xavier Henry,1991-03-15,0,2012-13,21,NOH,NBA,SF,50,625,.410,10.8,.932,.360,.155,.075,.342,.068,.413,.552,.240,.333,.364,.364,.565,1.000,.043,7,.727,.500,1,0
Rayjon Tucker,1997-09-24,0,2020-21,23,PHI,NBA,PG,14,68,.500,11.8,.611,.556,.000,.000,.056,.389,.636,.700,,,.000,.286,.714,.500,.167,3,.286,.000,0,0
Rayjon Tucker,1997-09-24,1,2019-20,22,UTA,NBA,SG,2,11,.400,22.0,.400,.000,.000,.200,.200,.600,.500,,,1.000,.000,.333,.000,1.000,.000,0,.000,,0,0
Juancho Hernangómez,1995-09-28,0,2017-18,22,DEN,NBA,PF,25,277,.387,16.8,.333,.200,.133,.000,.000,.667,.600,.800,.300,,,.280,.533,.929,.027,2,.340,.412,0,0
Juancho Hernangómez,1995-09-28,0,2018-19,23,DEN,NBA,PF,70,1358,.439,15.8,.424,.296,.092,.013,.022,.576,.541,.667,.138,.500,.571,.365,.722,.985,.051,13,.293,.321,0,0
Juancho Hernangómez,1995-09-28,0,2019-20,24,TOT,NBA,PF,48,833,.405,14.7,.478,.352,.097,.020,.008,.522,.475,.575,.167,.400,.000,.341,.679,.977,.077,16,.217,.357,1,0
John Henson,1990-12-28,0,2013-14,23,MIL,NBA,PF,70,1856,.538,5.1,.998,.443,.424,.072,.059,.002,.539,.682,.461,.304,.316,.000,.654,,.108,65,.000,,0,0
John Henson,1990-12-28,0,2014-15,24,MIL,NBA,C,67,1228,.566,2.5,1.000,.642,.332,.023,.003,.000,.566,.644,.461,.000,.000,,.765,,.176,55,,,0,0
John Henson,1990-12-28,0,2015-16,25,MIL,NBA,C,57,960,.564,3.3,.997,.536,.405,.041,.014,.003,.566,.647,.475,.583,.000,.000,.756,,.120,30,.000,,0,0
Roy Hibbert,1986-12-11,0,2014-15,28,IND,NBA,C,76,1926,.446,8.5,.997,.220,.394,.172,.211,.003,.448,.558,.443,.328,.440,.000,.603,,.049,29,.000,,0,0
Roy Hibbert,1986-12-11,0,2015-16,29,LAL,NBA,C,81,1878,.443,8.3,.995,.297,.299,.146,.253,.005,.445,.623,.341,.383,.394,.000,.610,,.085,33,.000,,0,0
Roy Hibbert,1986-12-11,0,2016-17,30,TOT,NBA,C,48,682,.544,7.3,1.000,.395,.313,.116,.177,.000,.544,.690,.435,.529,.423,,.650,,.129,18,,,0,0
Ronny Turiaf,1983-01-13,0,2009-10,27,GSW,NBA,C,42,872,.582,5.9,.993,.582,.144,.103,.164,.007,.586,.800,.381,.200,.250,.000,.753,,.212,31,.000,,0,0
P.J. Tucker,1985-05-05,0,2012-13,27,PHO,NBA,SG,79,1910,.473,9.3,.842,.466,.162,.054,.160,.158,.503,.623,.347,.417,.338,.314,.590,.955,.034,14,.686,.313,1,0
Willy Hernangómez,1994-05-27,0,2018-19,24,CHO,NBA,C,58,812,.519,6.3,.868,.553,.268,.031,.017,.132,.539,.607,.418,.667,.000,.385,.659,1.000,.095,25,.128,.400,0,0
Willy Hernangómez,1994-05-27,0,2019-20,25,CHO,NBA,C,31,375,.532,7.3,.842,.489,.273,.058,.022,.158,.590,.706,.447,.375,.333,.227,.580,1.000,.115,14,.136,.333,0,0
J.J. Hickson,1988-09-04,0,2015-16,27,TOT,NBA,C,35,436,.516,5.0,.994,.561,.213,.135,.084,.006,.519,.690,.303,.286,.308,.000,.713,,.187,29,.000,,0,0
J.J. Hickson,1988-09-04,0,2015-16,27,DEN,NBA,C,20,305,.505,4.7,1.000,.587,.183,.147,.083,.000,.505,.672,.250,.188,.444,,.764,,.211,23,,,0,0
J.J. Hickson,1988-09-04,0,2015-16,27,WAS,NBA,C,15,131,.543,5.7,.978,.500,.283,.109,.087,.022,.556,.739,.385,.600,.000,.000,.600,,.130,6,.000,,0,0
Xavier Henry,1991-03-15,0,2013-14,22,LAL,NBA,SF,43,908,.417,12.3,.765,.322,.183,.052,.209,.235,.439,.550,.333,.222,.417,.346,.440,.929,.058,16,.210,.471,1,0
Xavier Henry,1991-03-15,0,2014-15,23,LAL,NBA,SF,9,86,.231,9.5,1.000,.385,.077,.231,.308,.000,.231,.200,.000,.333,.250,,.667,,.000,0,,,0,0
Rayjon Tucker,1997-09-24,1,2020-21,23,PHI,NBA,PG,1,2,,,,,,,,,,,,,,,,,,0,,,0,0
Juancho Hernangómez,1995-09-28,0,2019-20,24,DEN,NBA,PF,34,422,.345,15.5,.455,.318,.091,.036,.009,.545,.460,.543,.200,.500,.000,.250,.609,1.000,.091,7,.250,.333,1,0
Juancho Hernangómez,1995-09-28,0,2019-20,24,MIN,NBA,PF,14,411,.453,14.1,.496,.380,.102,.007,.007,.504,.485,.596,.143,.000,.000,.420,.727,.966,.066,9,.188,.385,0,0
John Henson,1990-12-28,0,2016-17,26,MIL,NBA,C,58,1123,.515,4.9,.997,.511,.356,.052,.081,.003,.516,.633,.445,.250,.240,.000,.723,,.146,40,.000,,0,0
John Henson,1990-12-28,0,2017-18,27,MIL,NBA,C,76,1970,.572,4.5,.986,.558,.317,.026,.084,.014,.578,.707,.428,.462,.333,.143,.815,1.000,.227,102,.143,.000,2,0
Roy Hibbert,1986-12-11,0,2016-17,30,CHO,NBA,C,42,671,.542,7.4,1.000,.389,.313,.118,.181,.000,.542,.696,.422,.529,.423,,.654,,.132,18,,,0,0
Roy Hibbert,1986-12-11,0,2016-17,30,DEN,NBA,C,6,11,.667,4.4,1.000,.667,.333,.000,.000,.000,.667,.500,1.000,,,,.500,,.000,0,,,0,0
Ronny Turiaf,1983-01-13,0,2010-11,28,NYK,NBA,C,64,1141,.632,4.2,1.000,.669,.209,.049,.074,.000,.632,.761,.471,.125,.250,,.748,,.209,31,,,0,0
Ronny Turiaf,1983-01-13,0,2011-12,29,TOT,NBA,C,17,279,.576,6.5,.970,.576,.273,.091,.030,.030,.594,.789,.222,.667,.000,.000,.684,,.152,5,.000,,1,0
P.J. Tucker,1985-05-05,0,2013-14,28,PHO,NBA,SF,81,2490,.431,11.5,.689,.353,.185,.057,.094,.311,.450,.535,.377,.371,.328,.387,.492,.959,.020,9,.869,.410,1,0
