Name,Born,Season,Team,Lg,Salary
Ben McLemore,1993-02-11,2013-14,Sacramento Kings,NBA,2895960
Kevin Durant,1988-09-29,2009-10,Oklahoma City Thunder,NBA,4796880
Mike Dunleavy,1980-09-15,2009-10,Indiana Pacers,NBA,9780992
Tim Duncan,1976-04-25,2009-10,San Antonio Spurs,NBA,22183220
Jordan McLaughlin,1996-04-09,2019-20,Minnesota Timberwolves,NBA,< Minimum
Alfonzo McKinnie,1992-09-17,2017-18,Toronto Raptors,NBA,815615
Trey McKinney-Jones,1990-08-27,2017-18,Indiana Pacers,NBA,46080
Dominic McGuire,1985-10-20,2009-10,Sacramento Kings,NBA,825497
Rodney McGruder,1991-07-29,2016-17,Miami Heat,NBA,543471
Ben McLemore,1993-02-11,2014-15,Sacramento Kings,NBA,3026280
Ben McLemore,1993-02-11,2015-16,Sacramento Kings,NBA,3156600
Ben McLemore,1993-02-11,2016-17,Sacramento Kings,NBA,4008882
Ben McLemore,1993-02-11,2017-18,Memphis Grizzlies,NBA,5200000
Ben McLemore,1993-02-11,2018-19,Sacramento Kings,NBA,5460000
Ben McLemore,1993-02-11,2019-20,Houston Rockets,NBA,2028594
Ben McLemore,1993-02-11,2020-21,Houston Rockets,NBA,2283034
Ben McLemore,1993-02-11,2020-21,Los Angeles Lakers,NBA,569674
Tracy McGrady,1979-05-24,2009-10,New York Knicks,NBA,23239562
Kevin Durant,1988-09-29,2010-11,Oklahoma City Thunder,NBA,6053663
Kevin Durant,1988-09-29,2011-12,Oklahoma City Thunder,NBA,15506632
Kevin Durant,1988-09-29,2012-13,Oklahoma City Thunder,NBA,16669630
Kevin Durant,1988-09-29,2013-14,Oklahoma City Thunder,NBA,17832627
Kevin Durant,1988-09-29,2014-15,Oklahoma City Thunder,NBA,18995624
Kevin Durant,1988-09-29,2015-16,Oklahoma City Thunder,NBA,20158622
Kevin Durant,1988-09-29,2016-17,Golden State Warriors,NBA,26540100
Kevin Durant,1988-09-29,2017-18,Golden State Warriors,NBA,25000000
Kevin Durant,1988-09-29,2018-19,Golden State Warriors,NBA,30000000
Kevin Durant,1988-09-29,2019-20,Brooklyn Nets,NBA,37199000
Mike Dunleavy,1980-09-15,2010-11,Indiana Pacers,NBA,10561984
Mike Dunleavy,1980-09-15,2011-12,Milwaukee Bucks,NBA,3750000
Mike Dunleavy,1980-09-15,2012-13,Milwaukee Bucks,NBA,3750000
Mike Dunleavy,1980-09-15,2013-14,Chicago Bulls,NBA,3183000
Mike Dunleavy,1980-09-15,2014-15,Chicago Bulls,NBA,3326235
Mike Dunleavy,1980-09-15,2015-16,Chicago Bulls,NBA,4500000
Mike Dunleavy,1980-09-15,2016-17,Atlanta Hawks,NBA,4837500
Mike Dunleavy,1980-09-15,2017-18,Atlanta Hawks,NBA,1662500
Tim Duncan,1976-04-25,2010-11,San Antonio Spurs,NBA,18700000
Tim Duncan,1976-04-25,2011-12,San Antonio Spurs,NBA,21164619
Tim Duncan,1976-04-25,2012-13,San Antonio Spurs,NBA,9638554
Tim Duncan,1976-04-25,2013-14,San Antonio Spurs,NBA,10361446
Tim Duncan,1976-04-25,2014-15,San Antonio Spurs,NBA,10000000
Jordan McLaughlin,1996-04-09,2020-21,Minnesota Timberwolves,NBA,< Minimum
Alfonzo McKinnie,1992-09-17,2018-19,Golden State Warriors,NBA,1349383
Alfonzo McKinnie,1992-09-17,2019-20,Cleveland Cavaliers,NBA,2391985
Alfonzo McKinnie,1992-09-17,2020-21,Los Angeles Lakers,NBA,1762796
Dominic McGuire,1985-10-20,2010-11,Charlotte Bobcats,NBA,884120
Dominic McGuire,1985-10-20,2011-12,Golden State Warriors,NBA,915852
Dominic McGuire,1985-10-20,2012-13,Toronto Raptors,NBA,181018
Dominic McGuire,1985-10-20,2012-13,Indiana Pacers,NBA,122625
Dominic McGuire,1985-10-20,2012-13,New Orleans Hornets,NBA,110947
Rodney McGruder,1991-07-29,2017-18,Miami Heat,NBA,1312611
Rodney McGruder,1991-07-29,2018-19,Los Angeles Clippers,NBA,1544951
Rodney McGruder,1991-07-29,2019-20,Los Angeles Clippers,NBA,4807693
Rodney McGruder,1991-07-29,2020-21,Detroit Pistons,NBA,5192307
Cory Higgins,1989-06-14,2011-12,Charlotte Bobcats,NBA,473604
Tracy McGrady,1979-05-24,2010-11,Detroit Pistons,NBA,1352181
Tracy McGrady,1979-05-24,2011-12,Atlanta Hawks,NBA,1352181
Kevin Durant,1988-09-29,2020-21,Brooklyn Nets,NBA,40108950
JaVale McGee,1988-01-19,2009-10,Washington Wizards,NBA,1496640
Buddy Hield,1992-12-17,2016-17,Sacramento Kings,NBA,3517200
J.J. Hickson,1988-09-04,2009-10,Cleveland Cavaliers,NBA,1429200
Tim Duncan,1976-04-25,2015-16,San Antonio Spurs,NBA,5000000
Tim Duncan,1976-04-25,2016-17,San Antonio Spurs,NBA,1881250
Tim Duncan,1976-04-25,2017-18,San Antonio Spurs,NBA,1881250
Tim Duncan,1976-04-25,2018-19,San Antonio Spurs,NBA,1881250
Cory Higgins,1989-06-14,2012-13,Charlotte Bobcats,NBA,44835
JaVale McGee,1988-01-19,2010-11,Washington Wizards,NBA,1601040
JaVale McGee,1988-01-19,2011-12,Washington Wizards,NBA,2462400
JaVale McGee,1988-01-19,2012-13,Denver Nuggets,NBA,10000000
JaVale McGee,1988-01-19,2013-14,Denver Nuggets,NBA,10750000
JaVale McGee,1988-01-19,2014-15,Philadelphia 76ers,NBA,11250000
JaVale McGee,1988-01-19,2015-16,Philadelphia 76ers,NBA,12000000
JaVale McGee,1988-01-19,2015-16,Dallas Mavericks,NBA,1270964
JaVale McGee,1988-01-19,2016-17,Golden State Warriors,NBA,1403611
JaVale McGee,1988-01-19,2017-18,Golden State Warriors,NBA,1471382
JaVale McGee,1988-01-19,2018-19,Los Angeles Lakers,NBA,2393887
JaVale McGee,1988-01-19,2019-20,Los Angeles Lakers,NBA,4000000
JaVale McGee,1988-01-19,2020-21,Denver Nuggets,NBA,4200000
Buddy Hield,1992-12-17,2017-18,Sacramento Kings,NBA,3675480
Buddy Hield,1992-12-17,2018-19,Sacramento Kings,NBA,3833760
Buddy Hield,1992-12-17,2019-20,Sacramento Kings,NBA,4861208
Buddy Hield,1992-12-17,2020-21,Sacramento Kings,NBA,24701834
J.J. Hickson,1988-09-04,2010-11,Cleveland Cavaliers,NBA,1528920
J.J. Hickson,1988-09-04,2011-12,Sacramento Kings,NBA,2354537
J.J. Hickson,1988-09-04,2012-13,Portland Trail Blazers,NBA,4000000
J.J. Hickson,1988-09-04,2013-14,Denver Nuggets,NBA,5150000
J.J. Hickson,1988-09-04,2014-15,Denver Nuggets,NBA,5381750
J.J. Hickson,1988-09-04,2015-16,Denver Nuggets,NBA,5613500
J.J. Hickson,1988-09-04,2015-16,Washington Wizards,NBA,366337
Tyler Herro,2000-01-20,2019-20,Miami Heat,NBA,3640200
Mario Hezonja,1995-02-25,2015-16,Orlando Magic,NBA,3741480
Tyler Herro,2000-01-20,2020-21,Miami Heat,NBA,3822240
Willy Hernangómez,1994-05-27,2016-17,New York Knicks,NBA,1375000
Kevin Hervey,1996-07-09,2019-20,Oklahoma City Thunder,NBA,< Minimum
Isaiah Hicks,1994-07-24,2017-18,New York Knicks,NBA,< Minimum
Roy Hibbert,1986-12-11,2009-10,Indiana Pacers,NBA,1575360
Juancho Hernangómez,1995-09-28,2016-17,Denver Nuggets,NBA,1987440
Dewan Hernandez,1996-12-09,2019-20,Toronto Raptors,NBA,898310
Xavier Henry,1991-03-15,2010-11,Memphis Grizzlies,NBA,2020200
Keljin Blevins,1995-11-24,2020-21,Portland Trail Blazers,NBA,< Minimum
Mario Hezonja,1995-02-25,2016-17,Orlando Magic,NBA,3909840
Mario Hezonja,1995-02-25,2017-18,Orlando Magic,NBA,4078320
Mario Hezonja,1995-02-25,2018-19,New York Knicks,NBA,6500000
Mario Hezonja,1995-02-25,2019-20,Portland Trail Blazers,NBA,1737145
Mario Hezonja,1995-02-25,2020-21,Memphis Grizzlies,NBA,1977011
John Henson,1990-12-28,2012-13,Milwaukee Bucks,NBA,1823280
Vander Blue,1992-07-17,2017-18,Los Angeles Lakers,NBA,50000 
Willy Hernangómez,1994-05-27,2017-18,Charlotte Hornets,NBA,1435750
Willy Hernangómez,1994-05-27,2018-19,Charlotte Hornets,NBA,1544951
Willy Hernangómez,1994-05-27,2019-20,Charlotte Hornets,NBA,1676735
Willy Hernangómez,1994-05-27,2020-21,New Orleans Pelicans,NBA,1737145
Mark Blount,1975-11-30,2009-10,Minnesota Timberwolves,NBA,7962500
Isaiah Hicks,1994-07-24,2018-19,New York Knicks,NBA,< Minimum
Roy Hibbert,1986-12-11,2010-11,Indiana Pacers,NBA,1685280
Roy Hibbert,1986-12-11,2011-12,Indiana Pacers,NBA,2588590
Roy Hibbert,1986-12-11,2012-13,Indiana Pacers,NBA,13686750
Roy Hibbert,1986-12-11,2013-14,Indiana Pacers,NBA,14283844
Roy Hibbert,1986-12-11,2014-15,Indiana Pacers,NBA,14898938
Roy Hibbert,1986-12-11,2015-16,Los Angeles Lakers,NBA,15500000
Roy Hibbert,1986-12-11,2016-17,Denver Nuggets,NBA,5000000
Juancho Hernangómez,1995-09-28,2017-18,Denver Nuggets,NBA,2076840
Juancho Hernangómez,1995-09-28,2018-19,Denver Nuggets,NBA,2166360
Juancho Hernangómez,1995-09-28,2019-20,Minnesota Timberwolves,NBA,3321030
Juancho Hernangómez,1995-09-28,2020-21,Minnesota Timberwolves,NBA,6493000
Jaron Blossomgame,1993-09-16,2018-19,Cleveland Cavaliers,NBA,< Minimum
Xavier Henry,1991-03-15,2011-12,New Orleans Hornets,NBA,2171640
Xavier Henry,1991-03-15,2012-13,New Orleans Hornets,NBA,2323200
Xavier Henry,1991-03-15,2014-15,Los Angeles Lakers,NBA,1082000
Eric Bledsoe,1989-12-09,2010-11,Los Angeles Clippers,NBA,1485000
John Henson,1990-12-28,2013-14,Milwaukee Bucks,NBA,1905360
John Henson,1990-12-28,2014-15,Milwaukee Bucks,NBA,1987320
John Henson,1990-12-28,2015-16,Milwaukee Bucks,NBA,2943221
John Henson,1990-12-28,2016-17,Milwaukee Bucks,NBA,12517606
John Henson,1990-12-28,2017-18,Milwaukee Bucks,NBA,11422536
John Henson,1990-12-28,2018-19,Cleveland Cavaliers,NBA,11327466
John Henson,1990-12-28,2019-20,Detroit Pistons,NBA,9732396
Antonio Blakeney,1996-10-04,2017-18,Chicago Bulls,NBA,< Minimum
Tarik Black,1991-11-22,2014-15,Los Angeles Lakers,NBA,507336
Steve Blake,1980-02-26,2009-10,Los Angeles Clippers,NBA,4930000
Andray Blatche,1986-08-22,2009-10,Washington Wizards,NBA,3000000
DeJuan Blair,1989-04-22,2009-10,San Antonio Spurs,NBA,850000
Nemanja Bjelica,1988-05-09,2015-16,Minnesota Timberwolves,NBA,4000000
Bismack Biyombo,1992-08-28,2011-12,Charlotte Bobcats,NBA,2798040
Eric Bledsoe,1989-12-09,2011-12,Los Angeles Clippers,NBA,1596360
Eric Bledsoe,1989-12-09,2012-13,Los Angeles Clippers,NBA,1707720
Eric Bledsoe,1989-12-09,2013-14,Phoenix Suns,NBA,2626473
Eric Bledsoe,1989-12-09,2014-15,Phoenix Suns,NBA,12173913
Eric Bledsoe,1989-12-09,2015-16,Phoenix Suns,NBA,13086957
Eric Bledsoe,1989-12-09,2016-17,Phoenix Suns,NBA,14000000
Eric Bledsoe,1989-12-09,2017-18,Milwaukee Bucks,NBA,14500000
Eric Bledsoe,1989-12-09,2018-19,Milwaukee Bucks,NBA,15000000
Eric Bledsoe,1989-12-09,2019-20,Milwaukee Bucks,NBA,15625000
Eric Bledsoe,1989-12-09,2020-21,New Orleans Pelicans,NBA,16875000
John Henson,1990-12-28,2020-21,New York Knicks,NBA,158907
Antonio Blakeney,1996-10-04,2018-19,Chicago Bulls,NBA,1349383
Antonio Blakeney,1996-10-04,2019-20,Chicago Bulls,NBA,1488231
Tarik Black,1991-11-22,2015-16,Los Angeles Lakers,NBA,845059
Tarik Black,1991-11-22,2016-17,Los Angeles Lakers,NBA,6191000
Tarik Black,1991-11-22,2017-18,Houston Rockets,NBA,3290000
Steve Blake,1980-02-26,2010-11,Los Angeles Lakers,NBA,4000000
Steve Blake,1980-02-26,2011-12,Los Angeles Lakers,NBA,4000000
Steve Blake,1980-02-26,2012-13,Los Angeles Lakers,NBA,4000000
Steve Blake,1980-02-26,2013-14,Los Angeles Lakers,NBA,4000000
Steve Blake,1980-02-26,2014-15,Portland Trail Blazers,NBA,2077000
Steve Blake,1980-02-26,2015-16,Detroit Pistons,NBA,2170465
Andray Blatche,1986-08-22,2010-11,Washington Wizards,NBA,5900000
Andray Blatche,1986-08-22,2011-12,Washington Wizards,NBA,6442083
Andray Blatche,1986-08-22,2012-13,Washington Wizards,NBA,7118502
Andray Blatche,1986-08-22,2012-13,Brooklyn Nets,NBA,1146337
Andray Blatche,1986-08-22,2013-14,Brooklyn Nets,NBA,1375604
Andray Blatche,1986-08-22,2014-15,Washington Wizards,NBA,8471339
DeJuan Blair,1989-04-22,2010-11,San Antonio Spurs,NBA,918000
DeJuan Blair,1989-04-22,2011-12,San Antonio Spurs,NBA,986000
DeJuan Blair,1989-04-22,2012-13,San Antonio Spurs,NBA,1054000
DeJuan Blair,1989-04-22,2013-14,Dallas Mavericks,NBA,947907
DeJuan Blair,1989-04-22,2014-15,Washington Wizards,NBA,2000000
DeJuan Blair,1989-04-22,2015-16,Phoenix Suns,NBA,2000000
Nemanja Bjelica,1988-05-09,2016-17,Minnesota Timberwolves,NBA,3800000
Nemanja Bjelica,1988-05-09,2017-18,Minnesota Timberwolves,NBA,3949999
Nemanja Bjelica,1988-05-09,2018-19,Sacramento Kings,NBA,6500000
Nemanja Bjelica,1988-05-09,2019-20,Sacramento Kings,NBA,6825000
Nemanja Bjelica,1988-05-09,2020-21,Miami Heat,NBA,7150000
Bismack Biyombo,1992-08-28,2012-13,Charlotte Bobcats,NBA,3007920
Bismack Biyombo,1992-08-28,2013-14,Charlotte Bobcats,NBA,3049920
Bismack Biyombo,1992-08-28,2014-15,Charlotte Hornets,NBA,3873398
Bismack Biyombo,1992-08-28,2015-16,Toronto Raptors,NBA,3000000
Bismack Biyombo,1992-08-28,2016-17,Orlando Magic,NBA,17000000
Bismack Biyombo,1992-08-28,2017-18,Orlando Magic,NBA,17000000
Bismack Biyombo,1992-08-28,2018-19,Charlotte Hornets,NBA,17000000
Bismack Biyombo,1992-08-28,2019-20,Charlotte Hornets,NBA,17000000
Bismack Biyombo,1992-08-28,2020-21,Charlotte Hornets,NBA,3500000
Bonzie Colson,1996-01-12,2018-19,Milwaukee Bucks,NBA,< Minimum
Mike Conley,1987-10-11,2009-10,Memphis Grizzlies,NBA,3883800
Nick Collison,1980-10-26,2009-10,Oklahoma City Thunder,NBA,6250000
Mike Conley,1987-10-11,2010-11,Memphis Grizzlies,NBA,4913007
Mike Conley,1987-10-11,2011-12,Memphis Grizzlies,NBA,6611571
Mike Conley,1987-10-11,2012-13,Memphis Grizzlies,NBA,7305786
Mike Conley,1987-10-11,2013-14,Memphis Grizzlies,NBA,8000001
Mike Conley,1987-10-11,2014-15,Memphis Grizzlies,NBA,8894216
Mike Conley,1987-10-11,2015-16,Memphis Grizzlies,NBA,9588426
Mike Conley,1987-10-11,2016-17,Memphis Grizzlies,NBA,26540100
Mike Conley,1987-10-11,2017-18,Memphis Grizzlies,NBA,28530608
Mike Conley,1987-10-11,2018-19,Memphis Grizzlies,NBA,30521116
Mike Conley,1987-10-11,2019-20,Utah Jazz,NBA,32511623
Mike Conley,1987-10-11,2020-21,Utah Jazz,NBA,34504132
Nick Collison,1980-10-26,2010-11,Oklahoma City Thunder,NBA,13250000
Nick Collison,1980-10-26,2011-12,Oklahoma City Thunder,NBA,3272997
Nick Collison,1980-10-26,2012-13,Oklahoma City Thunder,NBA,2929332
Nick Collison,1980-10-26,2013-14,Oklahoma City Thunder,NBA,2585668
Nick Collison,1980-10-26,2014-15,Oklahoma City Thunder,NBA,2242003
Nick Collison,1980-10-26,2015-16,Oklahoma City Thunder,NBA,3750000
Nick Collison,1980-10-26,2016-17,Oklahoma City Thunder,NBA,3750000
Nick Collison,1980-10-26,2017-18,Oklahoma City Thunder,NBA,2328652
Kyle Collinsworth,1991-10-03,2016-17,Dallas Mavericks,NBA,70000
Zach Collins,1997-11-19,2017-18,Portland Trail Blazers,NBA,3057240
Kyle Collinsworth,1991-10-03,2017-18,Dallas Mavericks,NBA,382464 
John Collins,1997-09-23,2017-18,Atlanta Hawks,NBA,1936920
Zach Collins,1997-11-19,2018-19,Portland Trail Blazers,NBA,3628920
Zach Collins,1997-11-19,2019-20,Portland Trail Blazers,NBA,4240200
Zach Collins,1997-11-19,2020-21,Portland Trail Blazers,NBA,5406255
Jason Collins,1978-12-02,2009-10,Atlanta Hawks,NBA,1181803
Sherron Collins,1987-03-18,2010-11,Charlotte Bobcats,NBA,473604
Mardy Collins,1984-08-04,2009-10,Los Angeles Clippers,NBA,1867742
Darren Collison,1987-08-23,2009-10,New Orleans Hornets,NBA,1266120
Jarron Collins,1978-12-02,2009-10,Phoenix Suns,NBA,1181803
Amir Coffey,1997-06-17,2019-20,Los Angeles Clippers,NBA,< Minimum
John Collins,1997-09-23,2018-19,Atlanta Hawks,NBA,2299080
John Collins,1997-09-23,2019-20,Atlanta Hawks,NBA,2686560
John Collins,1997-09-23,2020-21,Atlanta Hawks,NBA,4137302
Jason Collins,1978-12-02,2010-11,Atlanta Hawks,NBA,1352181
Jason Collins,1978-12-02,2011-12,Atlanta Hawks,NBA,1352181
Jason Collins,1978-12-02,2012-13,Washington Wizards,NBA,1352181
Karl-Anthony Towns,1995-11-15,2015-16,Minnesota Timberwolves,NBA,5703600
Juan Toscano-Anderson,1993-04-10,2019-20,Golden State Warriors,NBA,350189
Axel Toupane,1992-07-23,2015-16,Denver Nuggets,NBA,123552
Obi Toppin,1998-03-04,2020-21,New York Knicks,NBA,4862040
Darren Collison,1987-08-23,2010-11,Indiana Pacers,NBA,1361040
Darren Collison,1987-08-23,2011-12,Indiana Pacers,NBA,1455960
Darren Collison,1987-08-23,2012-13,Dallas Mavericks,NBA,2319344
Darren Collison,1987-08-23,2013-14,Los Angeles Clippers,NBA,1900000
Darren Collison,1987-08-23,2014-15,Sacramento Kings,NBA,4797664
Darren Collison,1987-08-23,2015-16,Sacramento Kings,NBA,5013559
Darren Collison,1987-08-23,2016-17,Sacramento Kings,NBA,5229454
Darren Collison,1987-08-23,2017-18,Indiana Pacers,NBA,10000000
Darren Collison,1987-08-23,2018-19,Indiana Pacers,NBA,10000000
Jarron Collins,1978-12-02,2010-11,Los Angeles Clippers,NBA,643551
Anthony Tolliver,1985-06-01,2009-10,Golden State Warriors,NBA,359546
Amir Coffey,1997-06-17,2020-21,Los Angeles Clippers,NBA,< Minimum
Norris Cole,1988-10-13,2011-12,Miami Heat,NBA,1035960
Mike Tobey,1994-10-10,2016-17,Charlotte Hornets,NBA,138938
Killian Tillie,1998-03-05,2020-21,Memphis Grizzlies,NBA,< Minimum
Matisse Thybulle,1997-03-04,2019-20,Philadelphia 76ers,NBA,2582160
Xavier Tillman Sr.,1999-01-12,2020-21,Memphis Grizzlies,NBA,1300000
Sindarius Thornwell,1994-11-15,2017-18,Los Angeles Clippers,NBA,815615
Karl-Anthony Towns,1995-11-15,2016-17,Minnesota Timberwolves,NBA,5960160
Karl-Anthony Towns,1995-11-15,2017-18,Minnesota Timberwolves,NBA,6216840
Karl-Anthony Towns,1995-11-15,2018-19,Minnesota Timberwolves,NBA,7839435
Karl-Anthony Towns,1995-11-15,2019-20,Minnesota Timberwolves,NBA,27285000
Karl-Anthony Towns,1995-11-15,2020-21,Minnesota Timberwolves,NBA,29467800
Juan Toscano-Anderson,1993-04-10,2020-21,Golden State Warriors,NBA,358295
Juan Toscano-Anderson,1993-04-10,2020-21,Golden State Warriors,NBA,< Minimum
Axel Toupane,1992-07-23,2015-16,Toronto Raptors,NBA,25000
Axel Toupane,1992-07-23,2016-17,Milwaukee Bucks,NBA,51449
Axel Toupane,1992-07-23,2016-17,New Orleans Pelicans,NBA,20580
Axel Toupane,1992-07-23,2017-18,New Orleans Pelicans,NBA,25000
Axel Toupane,1992-07-23,2020-21,Milwaukee Bucks,NBA,< Minimum
Al Thornton,1983-12-07,2009-10,Washington Wizards,NBA,1900200
Jamaal Tinsley,1978-02-28,2009-10,Indiana Pacers,NBA,5200000
Anthony Tolliver,1985-06-01,2009-10,Portland Trail Blazers,NBA,51983
Anthony Tolliver,1985-06-01,2010-11,Minnesota Timberwolves,NBA,2200000
Anthony Tolliver,1985-06-01,2011-12,Minnesota Timberwolves,NBA,2050000
Anthony Tolliver,1985-06-01,2012-13,Atlanta Hawks,NBA,915852
Anthony Tolliver,1985-06-01,2013-14,Charlotte Bobcats,NBA,1027424
Anthony Tolliver,1985-06-01,2014-15,Detroit Pistons,NBA,3000000
Anthony Tolliver,1985-06-01,2015-16,Detroit Pistons,NBA,3000000
Anthony Tolliver,1985-06-01,2016-17,Sacramento Kings,NBA,8000000
Anthony Tolliver,1985-06-01,2017-18,Detroit Pistons,NBA,3290000
Anthony Tolliver,1985-06-01,2017-18,Sacramento Kings,NBA,2000000
Anthony Tolliver,1985-06-01,2018-19,Minnesota Timberwolves,NBA,5750000
Anthony Tolliver,1985-06-01,2019-20,Sacramento Kings,NBA,2419852
Anthony Tolliver,1985-06-01,2019-20,Memphis Grizzlies,NBA,434704
Norris Cole,1988-10-13,2012-13,Miami Heat,NBA,1082520
Norris Cole,1988-10-13,2013-14,Miami Heat,NBA,1129200
Norris Cole,1988-10-13,2014-15,New Orleans Pelicans,NBA,2038206
Norris Cole,1988-10-13,2015-16,New Orleans Pelicans,NBA,3036927
Norris Cole,1988-10-13,2016-17,Oklahoma City Thunder,NBA,247991
Matisse Thybulle,1997-03-04,2020-21,Philadelphia 76ers,NBA,2711280
Sindarius Thornwell,1994-11-15,2018-19,Los Angeles Clippers,NBA,1378242
Sindarius Thornwell,1994-11-15,2019-20,New Orleans Pelicans,NBA,183115
Sindarius Thornwell,1994-11-15,2020-21,New Orleans Pelicans,NBA,977415
Sindarius Thornwell,1994-11-15,2020-21,Orlando Magic,NBA,< Minimum
Al Thornton,1983-12-07,2010-11,Washington Wizards,NBA,2814196
Jamaal Tinsley,1978-02-28,2009-10,Memphis Grizzlies,NBA,990300
Jamaal Tinsley,1978-02-28,2010-11,Indiana Pacers,NBA,5500000
Anthony Tolliver,1985-06-01,2020-21,Philadelphia 76ers,NBA,614838
Marcus Thornton,1987-06-05,2009-10,New Orleans Hornets,NBA,457888
Marcus Thornton,1987-06-05,2010-11,Sacramento Kings,NBA,762195
Marcus Thornton,1987-06-05,2011-12,Sacramento Kings,NBA,7000000
Marcus Thornton,1987-06-05,2012-13,Sacramento Kings,NBA,7525000
Marcus Thornton,1987-06-05,2013-14,Sacramento Kings,NBA,8050000
Marcus Thornton,1987-06-05,2014-15,Phoenix Suns,NBA,8575000
Marcus Thornton,1987-06-05,2015-16,Houston Rockets,NBA,1186000
Marcus Thornton,1987-06-05,2015-16,Washington Wizards,NBA,251107
Marcus Thornton,1987-06-05,2016-17,Brooklyn Nets,NBA,1315448
Marial Shayok,1995-07-26,2019-20,Philadelphia 76ers,NBA,< Minimum
Alexey Shved,1988-12-16,2012-13,Minnesota Timberwolves,NBA,2934610
Tornike Shengelia,1991-10-05,2012-13,Brooklyn Nets,NBA,473604
Alexey Shved,1988-12-16,2013-14,Minnesota Timberwolves,NBA,3150000
Alexey Shved,1988-12-16,2014-15,New York Knicks,NBA,3282056
A.J. Price,1986-10-07,2009-10,Indiana Pacers,NBA,457588
Tornike Shengelia,1991-10-05,2013-14,Brooklyn Nets,NBA,788872
Pascal Siakam,1994-04-02,2016-17,Toronto Raptors,NBA,1196040
Ronnie Price,1983-06-21,2009-10,Utah Jazz,NBA,1250000
Iman Shumpert,1990-06-26,2011-12,New York Knicks,NBA,1563120
Phil Pressey,1991-02-17,2014-15,Boston Celtics,NBA,816482
Myles Powell,1997-07-07,2020-21,New York Knicks,NBA,< Minimum
Alex Poythress,1993-09-06,2016-17,Philadelphia 76ers,NBA,38903
Norman Powell,1993-05-25,2015-16,Toronto Raptors,NBA,650000
Dwight Powell,1991-07-20,2014-15,Dallas Mavericks,NBA,507336
Leon Powe,1984-01-22,2009-10,Cleveland Cavaliers,NBA,855189
James Posey,1977-01-13,2009-10,New Orleans Hornets,NBA,6031800
A.J. Price,1986-10-07,2010-11,Indiana Pacers,NBA,762195
A.J. Price,1986-10-07,2011-12,Indiana Pacers,NBA,854389
A.J. Price,1986-10-07,2012-13,Washington Wizards,NBA,885120
A.J. Price,1986-10-07,2014-15,Phoenix Suns,NBA,62552
Josh Powell,1983-01-25,2009-10,Los Angeles Lakers,NBA,959111
Pascal Siakam,1994-04-02,2017-18,Toronto Raptors,NBA,1312611
Pascal Siakam,1994-04-02,2018-19,Toronto Raptors,NBA,1544951
Pascal Siakam,1994-04-02,2019-20,Toronto Raptors,NBA,2351839
Pascal Siakam,1994-04-02,2020-21,Toronto Raptors,NBA,30559200
Kristaps Porziņģis,1995-08-02,2015-16,New York Knicks,NBA,4131720
Ronnie Price,1983-06-21,2010-11,Utah Jazz,NBA,1380000
Ronnie Price,1983-06-21,2011-12,Phoenix Suns,NBA,1069509
Ronnie Price,1983-06-21,2013-14,Orlando Magic,NBA,1265977
Ronnie Price,1983-06-21,2014-15,Los Angeles Lakers,NBA,1316809
Ronnie Price,1983-06-21,2015-16,Phoenix Suns,NBA,1499187
Ronnie Price,1983-06-21,2016-17,Oklahoma City Thunder,NBA,2557545
Ronnie Price,1983-06-21,2016-17,Phoenix Suns,NBA,465143
Ronnie Price,1983-06-21,2017-18,Oklahoma City Thunder,NBA,2442455
Iman Shumpert,1990-06-26,2012-13,New York Knicks,NBA,1680360
Iman Shumpert,1990-06-26,2013-14,New York Knicks,NBA,1703760
Iman Shumpert,1990-06-26,2014-15,Cleveland Cavaliers,NBA,2616975
Iman Shumpert,1990-06-26,2015-16,Cleveland Cavaliers,NBA,9000000
Iman Shumpert,1990-06-26,2016-17,Cleveland Cavaliers,NBA,9700000
Iman Shumpert,1990-06-26,2017-18,Sacramento Kings,NBA,10337079
Phil Pressey,1991-02-17,2015-16,Philadelphia 76ers,NBA,172739
Phil Pressey,1991-02-17,2015-16,Phoenix Suns,NBA,111444
Phil Pressey,1991-02-17,2016-17,Golden State Warriors,NBA,35000
Alex Poythress,1993-09-06,2016-17,Indiana Pacers,NBA,35381
Alex Poythress,1993-09-06,2017-18,Indiana Pacers,NBA,778668
Alex Poythress,1993-09-06,2018-19,Atlanta Hawks,NBA,< Minimum
Norman Powell,1993-05-25,2016-17,Toronto Raptors,NBA,874636
Norman Powell,1993-05-25,2017-18,Toronto Raptors,NBA,1471382
