Name,Born,Is_playoff,Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Nenê,1982-09-13,1,2017-18,35,HOU,NBA,C,11,0,107,4.0,6.7,.600,0.0,0.0,,4.0,6.7,.600,2.4,3.7,.636,2.0,7.4,9.4,1.7,0.7,1.7,2.7,6.1,10.4
George Hill,1986-05-04,1,2009-10,23,SAS,NBA,PG,10,8,344,4.8,10.7,.451,1.2,3.0,.379,3.7,7.6,.479,3.2,3.9,.838,0.5,2.7,3.2,0.7,1.0,0.2,0.8,2.2,14.0
George Hill,1986-05-04,1,2010-11,24,SAS,NBA,PG,6,1,189,3.8,9.5,.400,0.8,2.9,.267,3.0,6.7,.457,5.0,5.7,.867,1.0,4.8,5.7,2.7,1.7,0.4,1.5,2.9,13.3
Nenê,1982-09-13,1,2018-19,36,HOU,NBA,C,7,0,53,6.8,6.8,1.000,0.0,0.0,,6.8,6.8,1.000,4.8,6.1,.778,6.1,3.4,9.5,2.0,2.0,1.4,2.0,4.8,18.3
George Hill,1986-05-04,1,2011-12,25,IND,NBA,PG,11,11,346,4.9,10.9,.448,1.6,4.2,.375,3.3,6.8,.492,4.1,4.8,.848,0.9,1.7,2.6,3.3,1.4,0.3,2.3,2.2,15.4
George Hill,1986-05-04,1,2012-13,26,IND,NBA,PG,18,18,685,4.4,10.9,.401,1.8,5.0,.358,2.6,5.9,.438,3.3,4.0,.829,0.3,3.3,3.5,4.0,1.2,0.2,2.1,2.2,13.8
George Hill,1986-05-04,1,2013-14,27,IND,NBA,PG,19,19,687,4.1,9.3,.444,1.5,4.0,.364,2.7,5.3,.505,2.3,3.2,.721,0.7,3.0,3.7,3.0,1.2,0.2,1.5,2.3,12.1
George Hill,1986-05-04,1,2015-16,29,IND,NBA,PG,7,7,235,4.9,8.7,.561,2.0,4.1,.481,2.9,4.6,.633,2.8,3.4,.818,0.9,2.0,2.9,2.3,0.9,0.2,1.2,2.5,14.6
George Hill,1986-05-04,1,2016-17,30,UTA,NBA,PG,8,8,281,5.9,12.6,.469,1.5,4.0,.387,4.4,8.6,.507,2.7,3.7,.724,1.0,3.2,4.2,3.7,0.3,0.1,1.7,3.2,16.0
George Hill,1986-05-04,1,2017-18,31,CLE,NBA,PG,19,18,557,3.8,8.5,.450,1.0,3.3,.314,2.8,5.2,.538,2.6,3.4,.774,0.8,1.8,2.6,2.7,0.6,0.5,1.4,3.4,11.3
Saddiq Bey,1999-04-09,0,2020-21,21,DET,NBA,SF,70,53,1909,5.3,13.0,.404,3.3,8.7,.380,2.0,4.4,.450,2.3,2.8,.844,0.8,5.2,6.0,1.8,1.0,0.3,1.1,2.1,16.2
Dairis Bertāns,1989-09-09,0,2018-19,29,NOP,NBA,SG,12,0,167,2.6,10.1,.255,2.2,7.3,.294,0.4,2.8,.154,0.0,0.0,,0.4,1.5,1.9,2.2,0.2,0.0,0.4,1.5,7.3
Sim Bhullar,1992-12-02,0,2014-15,22,SAC,NBA,C,3,0,3,12.0,24.0,.500,0.0,0.0,,12.0,24.0,.500,0.0,0.0,,0.0,12.0,12.0,12.0,0.0,12.0,0.0,0.0,24.0
George Hill,1986-05-04,1,2018-19,32,MIL,NBA,PG,15,0,395,5.7,10.8,.534,1.8,4.4,.417,3.9,6.4,.614,2.5,3.0,.818,1.4,3.5,4.8,3.8,1.2,0.4,0.5,3.1,15.8
George Hill,1986-05-04,1,2019-20,33,MIL,NBA,PG,10,1,268,4.3,9.0,.478,1.3,3.8,.357,3.0,5.2,.564,2.8,3.5,.808,0.7,2.6,3.2,4.2,0.8,0.0,2.1,2.3,12.8
George Hill,1986-05-04,1,2020-21,34,PHI,NBA,PG,12,0,205,3.3,7.6,.442,1.4,3.3,.421,1.9,4.2,.458,1.8,2.3,.769,0.9,1.9,2.8,3.2,1.4,0.5,1.8,3.2,9.8
Tyler Bey,1998-02-10,0,2020-21,22,DAL,NBA,SF,18,0,71,3.5,11.2,.318,0.5,2.0,.250,3.0,9.1,.333,1.5,2.5,.600,4.1,5.6,9.6,1.5,0.0,0.5,1.5,3.0,9.1
Patrick Beverley,1988-07-12,0,2012-13,24,HOU,NBA,PG,41,0,713,4.0,9.5,.418,1.8,4.8,.375,2.2,4.7,.462,1.7,2.1,.829,2.3,3.2,5.5,5.9,1.9,1.1,2.2,4.2,11.5
Dāvis Bertāns,1992-11-12,0,2016-17,24,SAS,NBA,PF,67,6,808,4.6,10.4,.440,3.1,7.7,.399,1.5,2.7,.557,1.2,1.5,.824,1.0,3.4,4.4,2.0,0.9,1.2,1.4,3.3,13.5
A.J. Price,1986-10-07,0,2009-10,23,IND,NBA,PG,56,2,865,6.0,14.7,.410,2.5,7.2,.345,3.5,7.5,.472,2.5,3.1,.800,0.5,3.2,3.7,4.4,1.5,0.1,2.5,2.2,17.1
Ronnie Price,1983-06-21,0,2009-10,26,UTA,NBA,PG,60,4,806,4.4,10.8,.405,0.8,2.8,.286,3.6,8.0,.447,1.8,2.6,.695,1.3,2.1,3.3,5.5,1.8,0.6,2.5,4.9,11.4
Phil Pressey,1991-02-17,0,2013-14,22,BOS,NBA,PG,75,11,1132,2.5,8.0,.308,0.9,3.4,.264,1.6,4.7,.340,0.9,1.4,.644,0.6,2.7,3.3,7.7,2.2,0.2,2.8,3.1,6.8
Alex Poythress,1993-09-06,0,2016-17,23,PHI,NBA,PF,6,1,157,5.7,12.4,.463,1.4,4.4,.316,4.4,8.0,.543,1.8,2.3,.800,2.5,4.1,6.6,1.1,0.7,0.5,0.7,3.2,14.7
Norman Powell,1993-05-25,0,2015-16,22,TOR,NBA,SG,49,24,725,4.8,11.4,.424,1.8,4.4,.404,3.0,7.0,.436,2.1,2.6,.811,0.8,4.7,5.5,2.3,1.4,0.5,1.6,2.9,13.6
Patrick Beverley,1988-07-12,0,2013-14,25,HOU,NBA,PG,56,55,1751,4.1,9.9,.414,1.9,5.2,.361,2.2,4.6,.473,1.7,2.1,.814,1.5,2.5,4.0,3.1,1.6,0.5,1.4,3.6,11.8
Patrick Beverley,1988-07-12,0,2014-15,26,HOU,NBA,PG,56,55,1727,4.3,11.1,.383,2.4,6.7,.356,1.9,4.4,.426,0.9,1.3,.750,1.4,3.5,4.9,4.0,1.2,0.5,1.7,3.8,11.8
Dāvis Bertāns,1992-11-12,0,2017-18,25,SAS,NBA,PF,77,10,1086,5.3,12.1,.440,3.1,8.4,.373,2.2,3.8,.588,1.3,1.6,.816,0.6,4.5,5.1,2.5,0.9,0.9,1.2,3.1,15.1
Dāvis Bertāns,1992-11-12,0,2018-19,26,SAS,NBA,PF,76,12,1632,4.5,10.0,.450,3.2,7.5,.429,1.3,2.5,.513,1.2,1.3,.883,0.5,5.3,5.8,2.2,0.8,0.7,0.9,2.9,13.4
A.J. Price,1986-10-07,0,2010-11,24,IND,NBA,PG,50,0,795,5.2,14.5,.356,1.9,6.7,.275,3.3,7.7,.427,2.4,3.7,.667,0.7,2.5,3.3,5.0,1.3,0.0,2.4,2.8,14.6
A.J. Price,1986-10-07,0,2011-12,25,IND,NBA,PG,44,1,568,3.7,11.0,.339,1.6,5.6,.295,2.1,5.5,.384,1.8,2.2,.800,0.8,3.0,3.9,5.5,1.3,0.1,2.0,1.9,10.9
Ronnie Price,1983-06-21,0,2010-11,27,UTA,NBA,SG,59,0,717,3.7,10.5,.352,1.0,3.5,.290,2.7,7.1,.383,1.5,2.0,.744,1.1,2.0,3.1,2.8,2.1,0.3,2.8,5.3,9.9
Ronnie Price,1983-06-21,0,2011-12,28,PHO,NBA,PG,36,8,517,3.4,9.1,.377,0.9,3.1,.295,2.5,6.0,.419,1.4,1.7,.800,1.3,2.6,3.9,4.7,2.4,0.2,3.2,5.0,9.1
Phil Pressey,1991-02-17,0,2014-15,23,BOS,NBA,PG,50,0,600,3.8,10.4,.368,1.0,3.9,.246,2.9,6.5,.440,2.0,2.9,.673,0.8,4.0,4.8,7.0,1.8,0.4,2.5,3.2,10.6
Alex Poythress,1993-09-06,0,2017-18,24,IND,NBA,PF,25,0,104,3.8,9.0,.423,1.4,3.8,.364,2.4,5.2,.467,0.0,0.0,,2.4,3.5,5.9,0.7,1.0,0.3,0.7,5.5,9.0
Josh Powell,1983-01-25,0,2009-10,27,LAL,NBA,PF,63,0,581,4.4,12.0,.366,0.4,1.0,.438,4.0,11.0,.360,1.2,1.9,.645,2.7,4.5,7.2,2.2,0.6,0.4,2.0,4.4,10.5
Dwight Powell,1991-07-20,0,2014-15,23,TOT,NBA,PF,29,0,236,4.7,10.2,.463,0.5,1.7,.273,4.3,8.5,.500,3.8,5.0,.758,2.7,4.9,7.6,1.4,1.4,0.9,1.7,6.1,13.7
Leon Powe,1984-01-22,0,2009-10,26,CLE,NBA,SF,20,2,236,3.2,7.5,.429,0.0,0.0,,3.2,7.5,.429,5.6,9.6,.587,2.9,6.4,9.3,0.0,0.9,0.3,1.7,5.5,12.1
Norman Powell,1993-05-25,0,2016-17,23,TOR,NBA,SG,76,18,1368,6.0,13.3,.449,1.5,4.6,.324,4.5,8.8,.514,3.3,4.2,.792,0.7,3.8,4.4,2.2,1.4,0.4,1.8,3.3,16.7
Norman Powell,1993-05-25,0,2017-18,24,TOR,NBA,SG,70,18,1062,5.1,12.7,.401,1.8,6.3,.285,3.3,6.4,.516,1.1,1.3,.821,0.5,3.6,4.0,3.0,1.3,0.5,2.2,3.8,13.1
Patrick Beverley,1988-07-12,0,2015-16,27,HOU,NBA,PG,71,63,2041,4.6,10.5,.434,2.2,5.5,.400,2.4,5.0,.472,1.1,1.6,.682,1.3,3.1,4.4,4.2,1.7,0.5,1.6,4.1,12.3
Patrick Beverley,1988-07-12,0,2016-17,28,HOU,NBA,SG,67,67,2058,4.0,9.5,.420,1.9,5.0,.382,2.1,4.5,.463,1.3,1.7,.768,1.7,5.2,6.9,4.9,1.7,0.4,1.7,3.9,11.2
James Posey,1977-01-13,0,2009-10,33,NOH,NBA,SF,77,2,1731,2.6,7.2,.365,1.7,5.0,.335,0.9,2.1,.437,1.4,1.7,.825,0.7,6.2,6.8,2.4,0.9,0.4,1.1,4.2,8.3
Kristaps Porziņģis,1995-08-02,0,2015-16,20,NYK,NBA,PF,72,72,2047,6.6,15.6,.421,1.4,4.3,.333,5.1,11.3,.454,3.5,4.2,.838,2.3,6.9,9.3,1.7,0.9,2.4,2.1,3.6,18.1
Bobby Portis,1995-02-10,0,2015-16,20,CHI,NBA,PF,62,4,1102,6.1,14.2,.427,0.5,1.7,.308,5.6,12.5,.443,1.6,2.2,.727,4.0,7.0,11.0,1.7,0.8,0.7,1.8,3.3,14.2
Michael Porter Jr.,1998-06-29,0,2019-20,21,DEN,NBA,SF,55,8,903,7.8,15.3,.509,2.5,5.9,.422,5.3,9.4,.564,2.4,2.9,.833,2.6,7.7,10.3,1.8,1.1,1.0,2.0,4.0,20.4
Dāvis Bertāns,1992-11-12,0,2019-20,27,WAS,NBA,PF,54,4,1583,6.0,13.9,.434,4.5,10.7,.424,1.5,3.1,.471,2.4,2.8,.852,0.8,4.8,5.6,2.1,0.8,0.8,1.3,3.2,19.0
Dāvis Bertāns,1992-11-12,0,2020-21,28,WAS,NBA,PF,57,7,1464,4.7,11.8,.404,4.2,10.5,.395,0.6,1.2,.480,2.5,2.8,.870,0.4,3.7,4.1,1.2,0.8,0.3,0.8,3.3,16.1
A.J. Price,1986-10-07,0,2012-13,26,WAS,NBA,PG,57,22,1278,4.5,11.6,.390,2.0,5.6,.350,2.6,6.0,.427,1.4,1.7,.790,0.6,2.6,3.2,5.8,0.9,0.1,1.8,2.1,12.4
A.J. Price,1986-10-07,0,2013-14,27,MIN,NBA,SG,28,0,99,6.9,16.7,.413,2.2,8.0,.273,4.7,8.7,.542,0.0,0.7,.000,0.4,3.3,3.6,4.7,0.4,0.0,2.5,1.8,16.0
Ronnie Price,1983-06-21,0,2012-13,29,POR,NBA,PG,39,0,510,2.8,8.5,.325,0.7,2.8,.256,2.0,5.7,.358,1.2,1.7,.708,0.9,2.2,3.1,5.2,1.8,0.2,2.4,4.3,7.4
Ronnie Price,1983-06-21,0,2013-14,30,ORL,NBA,SG,31,2,377,2.7,8.8,.304,0.9,4.1,.209,1.8,4.7,.388,0.9,1.2,.692,0.8,3.3,4.1,6.3,2.4,0.2,2.5,4.8,7.1
Phil Pressey,1991-02-17,0,2015-16,24,TOT,NBA,PG,23,0,283,3.8,9.9,.385,0.5,2.3,.222,3.3,7.6,.433,1.7,3.2,.520,0.4,3.6,3.9,9.5,2.3,0.5,4.2,3.6,9.8
Phil Pressey,1991-02-17,0,2015-16,24,PHI,NBA,PG,14,0,170,4.4,11.6,.382,0.8,2.8,.308,3.6,8.9,.405,1.9,3.8,.500,0.0,4.9,4.9,9.7,2.3,0.2,4.0,3.0,11.6
Alex Poythress,1993-09-06,0,2018-19,25,ATL,NBA,PF,21,1,305,4.7,9.6,.494,1.1,2.7,.391,3.7,6.8,.534,2.1,3.4,.621,3.4,5.5,9.0,2.0,0.5,1.2,1.5,5.5,12.6
Josh Powell,1983-01-25,0,2010-11,28,ATL,NBA,PF,54,0,653,5.2,11.5,.452,0.0,0.1,.000,5.2,11.4,.454,2.0,2.5,.800,2.7,4.7,7.4,1.2,0.3,0.3,2.9,4.3,12.3
Josh Powell,1983-01-25,0,2013-14,31,HOU,NBA,PF,1,0,19,3.8,11.4,.333,0.0,0.0,,3.8,11.4,.333,0.0,0.0,,0.0,9.5,9.5,0.0,0.0,1.9,1.9,1.9,7.6
Josh Powell,1983-01-25,1,2009-10,27,LAL,NBA,PF,13,0,40,2.7,7.2,.375,0.0,0.9,.000,2.7,6.3,.429,2.7,3.6,.750,1.8,3.6,5.4,0.9,0.0,0.0,0.9,8.1,8.1
Dwight Powell,1991-07-20,0,2014-15,23,BOS,NBA,PF,5,0,9,16.0,20.0,.800,0.0,0.0,,16.0,20.0,.800,4.0,8.0,.500,0.0,4.0,4.0,0.0,8.0,0.0,8.0,4.0,36.0
Dwight Powell,1991-07-20,0,2014-15,23,DAL,NBA,PF,24,0,227,4.3,9.8,.435,0.5,1.7,.273,3.8,8.1,.471,3.8,4.9,.774,2.9,4.9,7.8,1.4,1.1,1.0,1.4,6.2,12.8
Leon Powe,1984-01-22,0,2010-11,27,TOT,NBA,"C,PF",30,3,328,6.5,13.1,.496,0.0,0.2,.000,6.5,12.8,.504,4.4,7.9,.556,2.6,4.3,6.9,0.8,1.1,0.4,1.3,4.8,17.3
Leon Powe,1984-01-22,0,2010-11,27,CLE,NBA,PF,14,3,187,5.6,11.4,.492,0.0,0.0,,5.6,11.4,.492,2.3,5.0,.462,3.1,4.2,7.3,0.4,1.3,0.6,1.0,3.9,13.5
Norman Powell,1993-05-25,0,2018-19,25,TOR,NBA,SG,60,3,1126,6.2,12.8,.483,2.2,5.4,.400,4.0,7.4,.543,2.0,2.4,.827,0.5,3.9,4.4,2.9,1.2,0.4,2.1,3.1,16.5
Norman Powell,1993-05-25,0,2019-20,26,TOR,NBA,SG,52,26,1479,7.2,14.6,.495,2.7,6.6,.399,4.6,7.9,.575,3.1,3.7,.843,0.6,4.0,4.6,2.2,1.5,0.5,1.9,2.6,20.2
Kevin Porter Jr.,2000-05-04,0,2019-20,19,CLE,NBA,SF,50,3,1162,5.8,13.0,.442,1.6,4.9,.335,4.1,8.1,.506,2.3,3.1,.723,0.7,4.3,5.0,3.4,1.4,0.4,2.9,4.2,15.4
Patrick Beverley,1988-07-12,0,2017-18,29,LAC,NBA,SG,11,11,334,5.2,12.8,.403,2.6,6.5,.400,2.6,6.4,.407,1.5,1.8,.824,1.7,3.1,4.9,3.4,2.0,0.5,2.7,3.7,14.4
Patrick Beverley,1988-07-12,0,2018-19,30,LAC,NBA,PG,78,49,2137,3.3,8.0,.407,1.9,4.8,.397,1.4,3.3,.421,1.6,2.1,.780,1.3,5.3,6.5,5.1,1.1,0.7,1.4,4.5,10.0
Josh Gray,1993-09-09,0,2017-18,24,PHO,NBA,PG,5,0,86,4.6,17.2,.268,1.3,5.4,.231,3.3,11.7,.286,2.9,4.6,.636,0.8,3.3,4.2,5.0,3.3,0.8,2.9,3.3,13.4
James Posey,1977-01-13,0,2010-11,34,IND,NBA,SF,49,0,839,3.5,10.3,.336,2.9,9.1,.316,0.6,1.2,.483,0.5,0.6,.733,0.4,5.9,6.3,1.5,1.0,0.3,1.0,4.4,10.3
Kristaps Porziņģis,1995-08-02,0,2016-17,21,NYK,NBA,PF,66,65,2164,7.4,16.4,.450,1.9,5.2,.357,5.5,11.2,.493,3.3,4.2,.786,1.8,6.1,7.9,1.6,0.8,2.1,2.0,4.1,19.9
Kristaps Porziņģis,1995-08-02,0,2017-18,22,NYK,NBA,PF,48,48,1553,9.0,20.6,.439,2.1,5.3,.395,7.0,15.3,.454,5.1,6.4,.793,1.4,5.9,7.3,1.3,0.8,2.7,2.2,3.3,25.2
Bobby Portis,1995-02-10,0,2016-17,21,CHI,NBA,PF,64,13,1000,6.6,13.5,.488,1.2,3.5,.333,5.4,10.0,.541,1.4,2.1,.661,2.7,8.0,10.7,1.3,0.6,0.4,1.3,3.4,15.7
Bobby Portis,1995-02-10,0,2017-18,22,CHI,NBA,PF,73,4,1643,8.4,17.8,.471,1.8,4.9,.359,6.6,12.9,.514,2.6,3.4,.769,3.5,7.4,10.9,2.7,1.1,0.5,2.3,2.8,21.1
Michael Porter Jr.,1998-06-29,0,2020-21,22,DEN,NBA,SF,61,54,1912,8.3,15.4,.542,3.2,7.2,.445,5.1,8.2,.628,2.0,2.5,.791,1.7,6.7,8.4,1.3,0.8,1.0,1.4,2.4,21.9
Michael Porter Jr.,1998-06-29,1,2019-20,21,DEN,NBA,SF,19,3,451,6.2,13.1,.476,2.7,7.1,.382,3.5,6.0,.587,2.1,2.8,.743,1.7,8.5,10.1,1.3,1.0,0.5,2.0,3.4,17.2
Otto Porter Jr.,1993-06-03,0,2013-14,20,WAS,NBA,SF,37,0,319,3.7,10.3,.363,0.5,2.4,.190,3.3,7.9,.414,0.9,1.4,.667,2.4,4.1,6.4,1.1,0.9,0.1,1.6,2.9,8.8
Dāvis Bertāns,1992-11-12,1,2016-17,24,SAS,NBA,PF,13,0,112,3.9,8.7,.444,2.6,6.4,.400,1.3,2.3,.571,1.3,1.9,.667,1.6,4.8,6.4,1.0,1.0,1.3,1.9,2.3,11.6
Dāvis Bertāns,1992-11-12,1,2017-18,25,SAS,NBA,PF,5,0,82,1.3,7.9,.167,1.3,7.0,.188,0.0,0.9,.000,3.5,4.8,.727,0.4,4.4,4.8,2.6,0.9,0.0,0.4,4.4,7.5
A.J. Price,1986-10-07,0,2014-15,28,TOT,NBA,PG,26,0,324,5.7,15.2,.372,1.7,6.3,.263,4.0,8.9,.450,1.8,2.7,.667,0.7,2.9,3.6,5.1,0.8,0.0,1.6,1.7,14.8
A.J. Price,1986-10-07,0,2014-15,28,IND,NBA,PG,10,0,193,7.3,16.6,.438,2.8,7.3,.385,4.5,9.3,.480,2.2,3.4,.667,0.4,2.2,2.6,5.0,0.7,0.0,1.9,1.7,19.6
Ronnie Price,1983-06-21,0,2014-15,31,LAL,NBA,PG,43,20,982,2.8,8.2,.345,1.1,4.0,.284,1.7,4.2,.404,1.3,1.6,.800,0.7,1.8,2.5,6.0,2.5,0.1,1.9,4.3,8.1
Ronnie Price,1983-06-21,0,2015-16,32,PHO,NBA,PG,62,18,1211,3.4,9.0,.384,2.0,5.8,.347,1.4,3.2,.453,0.9,1.2,.756,0.7,2.2,2.9,4.4,2.2,0.4,2.1,4.8,9.8
Phil Pressey,1991-02-17,0,2015-16,24,PHO,NBA,PG,9,0,113,2.9,7.3,.391,0.0,1.6,.000,2.9,5.7,.500,1.3,2.2,.571,1.0,1.6,2.5,9.2,2.2,1.0,4.5,4.5,7.0
Phil Pressey,1991-02-17,1,2014-15,23,BOS,NBA,PG,2,0,5,0.0,21.6,.000,0.0,7.2,.000,0.0,14.4,.000,0.0,0.0,,7.2,0.0,7.2,0.0,0.0,7.2,0.0,7.2,0.0
Josh Powell,1983-01-25,1,2010-11,28,ATL,NBA,PF,9,0,48,3.7,6.8,.556,0.0,0.0,,3.7,6.8,.556,0.0,0.0,,2.3,4.5,6.8,0.7,0.0,0.0,1.5,6.0,7.5
Dwight Powell,1991-07-20,0,2015-16,24,DAL,NBA,PF,69,2,992,5.3,10.7,.493,0.1,0.6,.125,5.2,10.2,.514,3.8,5.2,.739,3.0,6.9,9.9,1.6,1.3,0.9,1.5,4.3,14.5
Dwight Powell,1991-07-20,0,2016-17,25,DAL,NBA,C,77,3,1333,5.2,10.2,.515,0.6,2.0,.284,4.7,8.2,.571,2.9,3.8,.759,2.5,5.8,8.3,1.3,1.6,1.1,0.9,3.6,13.9
Leon Powe,1984-01-22,0,2010-11,27,MEM,NBA,C,16,0,141,7.7,15.3,.500,0.0,0.5,.000,7.7,14.8,.517,7.1,11.7,.609,2.0,4.3,6.4,1.3,0.8,0.3,1.8,6.1,22.5
Leon Powe,1984-01-22,1,2009-10,26,CLE,NBA,SF,3,0,9,4.0,16.0,.250,0.0,0.0,,4.0,16.0,.250,12.0,16.0,.750,4.0,4.0,8.0,0.0,0.0,0.0,4.0,12.0,20.0
Norman Powell,1993-05-25,0,2020-21,27,TOT,NBA,"SF,SG",69,58,2205,7.2,15.0,.477,2.8,6.8,.411,4.4,8.2,.532,3.9,4.4,.871,0.7,2.8,3.5,2.1,1.3,0.3,1.9,2.6,20.9
Norman Powell,1993-05-25,0,2020-21,27,TOR,NBA,SG,42,31,1277,7.9,16.0,.498,3.3,7.6,.439,4.6,8.4,.552,4.0,4.6,.865,0.5,3.0,3.6,2.2,1.3,0.2,2.2,2.8,23.2
Kevin Porter Jr.,2000-05-04,0,2020-21,20,HOU,NBA,SG,26,23,835,6.7,15.8,.425,2.2,6.9,.311,4.6,8.9,.515,3.0,4.1,.734,0.9,3.4,4.3,7.1,0.8,0.3,3.9,2.6,18.6
Patrick Beverley,1988-07-12,0,2019-20,31,LAC,NBA,PG,51,50,1342,3.9,9.1,.431,2.1,5.5,.388,1.8,3.6,.496,0.8,1.3,.660,1.5,5.6,7.1,4.9,1.4,0.7,1.8,4.2,10.9
Patrick Beverley,1988-07-12,0,2020-21,32,LAC,NBA,PG,37,34,832,4.0,9.5,.423,2.4,6.1,.397,1.6,3.4,.468,1.6,1.9,.800,1.3,3.9,5.1,3.3,1.3,1.2,1.5,4.7,12.0
Josh Gray,1993-09-09,0,2019-20,26,NOP,NBA,PG,2,0,23,1.6,3.1,.500,0.0,0.0,,1.6,3.1,.500,0.0,0.0,,1.6,1.6,3.1,3.1,0.0,0.0,7.8,1.6,3.1
Danny Green,1987-06-22,0,2009-10,22,CLE,NBA,SG,20,0,115,4.7,12.2,.385,1.9,6.9,.273,2.8,5.3,.529,1.3,1.9,.667,2.5,2.8,5.3,1.6,1.9,0.9,1.6,2.8,12.5
Kristaps Porziņģis,1995-08-02,0,2019-20,24,DAL,NBA,C,57,57,1814,7.9,18.5,.427,2.8,8.0,.352,5.1,10.5,.484,4.5,5.6,.799,2.0,8.7,10.7,2.0,0.8,2.3,1.8,3.7,23.1
Kristaps Porziņģis,1995-08-02,0,2020-21,25,DAL,NBA,C,43,43,1327,8.8,18.5,.476,2.6,7.0,.376,6.2,11.5,.536,3.2,3.7,.855,2.2,8.1,10.3,1.8,0.5,1.6,1.4,3.1,23.5
Bobby Portis,1995-02-10,0,2018-19,23,TOT,NBA,PF,50,28,1299,7.7,17.4,.444,2.1,5.3,.393,5.7,12.1,.467,2.1,2.7,.794,3.0,8.1,11.2,2.0,1.0,0.6,2.1,4.0,19.7
Bobby Portis,1995-02-10,0,2018-19,23,CHI,NBA,PF,22,6,531,8.3,18.4,.450,1.8,4.9,.375,6.4,13.5,.477,2.6,3.4,.780,3.1,7.8,10.9,2.0,0.7,0.5,2.0,4.1,21.0
Michael Porter Jr.,1998-06-29,1,2020-21,22,DEN,NBA,SF,10,10,332,6.9,14.6,.474,3.1,7.9,.397,3.8,6.7,.565,1.8,2.3,.810,1.3,5.4,6.7,1.4,1.2,0.3,1.7,3.4,18.9
Otto Porter Jr.,1993-06-03,0,2014-15,21,WAS,NBA,SF,74,13,1432,4.4,9.8,.450,0.9,2.6,.337,3.5,7.2,.491,1.5,2.0,.734,1.8,3.8,5.6,1.6,1.1,0.8,1.3,2.4,11.2
Otto Porter Jr.,1993-06-03,0,2015-16,22,WAS,NBA,SF,75,73,2276,5.4,11.3,.473,1.6,4.2,.367,3.8,7.1,.536,1.5,2.0,.754,1.5,4.7,6.2,1.9,1.7,0.5,1.1,2.6,13.8
Otto Porter Jr.,1993-06-03,0,2016-17,23,WAS,NBA,SF,80,80,2605,5.7,11.1,.516,2.0,4.7,.434,3.7,6.4,.576,1.4,1.6,.832,1.6,5.5,7.1,1.7,1.6,0.6,0.6,2.7,14.9
Dāvis Bertāns,1992-11-12,1,2018-19,26,SAS,NBA,PF,5,0,79,2.3,6.8,.333,1.4,5.0,.273,0.9,1.8,.500,1.4,2.3,.600,0.0,3.6,3.6,2.3,0.0,0.5,0.5,4.6,7.3
Dāvis Bertāns,1992-11-12,1,2020-21,28,WAS,NBA,PF,4,2,106,3.7,9.2,.407,2.7,7.8,.348,1.0,1.4,.750,2.4,2.4,1.000,0.0,3.7,3.7,0.3,0.3,0.7,0.3,4.1,12.6
A.J. Price,1986-10-07,0,2014-15,28,CLE,NBA,PG,11,0,87,3.7,14.1,.265,0.0,4.6,.000,3.7,9.5,.391,1.7,2.5,.667,1.7,4.6,6.2,5.4,1.2,0.0,1.2,0.4,9.1
A.J. Price,1986-10-07,0,2014-15,28,PHO,NBA,PG,5,0,44,2.5,11.5,.214,0.0,5.7,.000,2.5,5.7,.429,0.0,0.0,,0.0,2.5,2.5,4.9,0.0,0.0,0.8,4.1,4.9
A.J. Price,1986-10-07,1,2010-11,24,IND,NBA,PG,5,0,80,5.9,15.8,.371,3.2,7.2,.438,2.7,8.6,.316,4.1,4.5,.900,0.9,2.3,3.2,2.7,1.4,0.0,3.2,2.3,18.9
Ronnie Price,1983-06-21,0,2016-17,33,PHO,NBA,PG,14,0,134,1.1,6.4,.167,0.8,4.6,.176,0.3,1.9,.143,0.8,1.1,.750,0.8,2.1,3.0,4.8,3.0,0.3,0.8,3.8,3.8
Ronnie Price,1983-06-21,1,2009-10,26,UTA,NBA,PG,10,0,90,2.8,9.6,.292,0.8,2.8,.286,2.0,6.8,.294,1.6,3.2,.500,2.0,2.0,4.0,5.6,1.6,0.4,0.8,8.0,8.0
Dwight Powell,1991-07-20,0,2017-18,26,DAL,NBA,C,79,25,1672,5.5,9.3,.593,0.6,1.8,.333,4.9,7.4,.656,2.9,4.0,.719,2.9,6.7,9.6,2.0,1.4,0.7,1.3,4.0,14.4
Dwight Powell,1991-07-20,0,2018-19,27,DAL,NBA,C,77,22,1662,6.3,10.5,.597,0.8,2.8,.307,5.4,7.8,.699,4.2,5.5,.772,3.0,5.9,8.9,2.4,1.0,1.1,1.5,4.4,17.7
Leon Powe,1984-01-22,1,2010-11,27,MEM,NBA,C,4,0,14,5.1,20.6,.250,0.0,0.0,,5.1,20.6,.250,7.7,10.3,.750,5.1,5.1,10.3,0.0,0.0,0.0,0.0,0.0,18.0
Norman Powell,1993-05-25,0,2020-21,27,POR,NBA,SF,27,27,928,6.1,13.7,.443,2.1,5.7,.361,4.0,8.0,.502,3.7,4.2,.880,0.9,2.6,3.5,2.0,1.4,0.4,1.6,2.4,17.8
