Name,Born,Is_playoff,Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCount,On-Off,BadPass,LostBall,FoulShooting,FoulOffensive,DrawnShooting,DrawnOffensive,PGA,And1,Blkd
Mike Muscala,1991-07-01,0,2018-19,27,LAL,NBA,PF,17,265,,,3%,78%,19%,-5.0,-3.4,5,0,9,0,3,0,36,0,1
Mike Muscala,1991-07-01,0,2019-20,28,OKC,NBA,C,47,572,,,,7%,93%,-1.8,-4.2,4,4,39,7,7,7,96,2,7
J.J. Redick,1984-06-24,1,2016-17,32,LAC,NBA,SG,7,206,1%,89%,10%,,,-9.6,-19.8,5,2,10,3,5,1,15,0,4
J.J. Redick,1984-06-24,1,2017-18,33,PHI,NBA,SG,10,342,4%,84%,12%,,,+5.3,+8.3,7,2,11,0,12,4,59,3,6
Reggie Bullock,1991-03-16,0,2018-19,27,TOT,NBA,SG,63,1879,5%,29%,62%,4%,,-1.4,-0.6,34,18,59,7,24,10,307,8,23
Reggie Bullock,1991-03-16,0,2018-19,27,DET,NBA,SG,44,1355,,24%,72%,4%,,+0.4,+1.2,28,14,44,6,19,8,262,6,21
Caron Butler,1980-03-13,0,2013-14,33,MIL,NBA,SF,34,821,,23%,71%,5%,,-12.4,-4.3,22,11,25,10,20,2,130,3,10
Caron Butler,1980-03-13,0,2013-14,33,OKC,NBA,SF,22,598,,20%,74%,6%,,+2.2,-5.5,5,2,30,1,6,2,62,0,3
Will Bynum,1983-01-04,0,2009-10,27,DET,NBA,PG,63,1667,99%,1%,,,,-9.7,-6.6,59,35,46,8,61,5,640,12,51
Derrick Byars,1984-04-25,0,2011-12,27,SAS,NBA,PF,2,37,,,43%,57%,,-11.0,-19.1,0,0,1,0,0,0,3,0,0
Andrew Bynum,1987-10-27,0,2009-10,22,LAL,NBA,C,65,1977,,,,,100%,+6.9,+3.5,21,28,109,23,130,4,157,35,51
Jamal Murray,1997-02-23,0,2020-21,23,DEN,NBA,PG,48,1704,51%,41%,7%,1%,,+7.6,+5.3,53,37,42,9,52,19,553,10,26
Jamal Murray,1997-02-23,1,2018-19,21,DEN,NBA,PG,14,508,91%,9%,,,,+6.9,+17.1,11,10,13,1,21,2,153,4,10
Dejounte Murray,1996-09-19,0,2020-21,24,SAS,NBA,PG,67,2139,63%,38%,,,,+1.7,+8.9,68,32,47,7,61,8,847,19,56
Ronald Murray,1979-07-29,0,2009-10,30,CHI,NBA,SG,29,680,,48%,52%,1%,,-5.1,-4.2,12,12,31,1,23,0,110,3,14
Ronald Murray,1979-07-29,1,2009-10,30,CHI,NBA,SG,5,97,,63%,37%,,,-5.9,+7.8,0,1,2,0,3,1,21,0,1
Alec Burks,1991-07-20,0,2018-19,27,TOT,NBA,SG,64,1375,1%,56%,41%,2%,,-11.0,-5.7,35,18,41,5,69,12,303,20,37
Alec Burks,1991-07-20,0,2018-19,27,UTA,NBA,SG,17,269,2%,76%,22%,,,-5.3,-11.4,7,3,6,2,21,1,47,7,7
Trey Burke,1992-11-12,0,2019-20,27,TOT,NBA,PG,33,520,98%,3%,,,,+2.5,-0.7,12,2,10,6,10,3,199,3,15
Trey Burke,1992-11-12,0,2019-20,27,PHI,NBA,PG,25,329,100%,,,,,+4.9,+2.8,8,0,5,3,5,1,125,2,8
Troy Murphy,1980-05-02,0,2010-11,30,BOS,NBA,PF,17,178,,,,75%,25%,-23.1,-30.5,1,2,14,1,5,1,13,1,5
Troy Murphy,1980-05-02,0,2011-12,31,LAL,NBA,PF,59,956,,,,89%,11%,+0.3,-1.7,15,3,54,6,5,3,118,1,6
Mike Muscala,1991-07-01,0,2020-21,29,OKC,NBA,C,35,645,,,,,100%,-1.0,+12.1,10,6,37,2,14,3,67,6,6
Mike Muscala,1991-07-01,1,2013-14,22,ATL,NBA,PF,2,5,,,,1%,99%,+83.3,+87.0,0,0,0,0,0,0,0,0,0
J.J. Redick,1984-06-24,1,2018-19,34,PHI,NBA,SG,12,376,14%,84%,2%,,,+3.8,+3.8,6,9,12,4,4,3,43,1,0
Reggie Bullock,1991-03-16,0,2018-19,27,LAL,NBA,SG,19,524,17%,44%,34%,6%,,-6.2,-5.0,6,4,15,1,5,2,45,2,2
Reggie Bullock,1991-03-16,0,2019-20,28,NYK,NBA,SG,29,684,2%,72%,26%,,,-5.4,+1.2,10,5,25,1,9,6,96,4,9
Caron Butler,1980-03-13,0,2014-15,34,DET,NBA,SF,78,1623,,12%,88%,,,-1.3,+0.2,32,6,67,6,19,3,184,6,8
Caron Butler,1980-03-13,0,2015-16,35,SAC,NBA,SF,17,176,,7%,85%,8%,,-12.9,-10.5,2,1,11,0,4,0,24,1,0
Will Bynum,1983-01-04,0,2010-11,28,DET,NBA,PG,61,1125,100%,,,,,-7.1,-4.6,38,25,25,15,47,8,463,14,42
Andrew Bynum,1987-10-27,0,2010-11,23,LAL,NBA,C,54,1500,,,,,100%,+7.2,+0.5,18,15,80,16,90,2,170,17,31
Andrew Bynum,1987-10-27,0,2011-12,24,LAL,NBA,C,60,2112,,,,,100%,+1.8,+0.7,42,45,63,11,165,2,187,40,60
Jamal Murray,1997-02-23,1,2019-20,22,DEN,NBA,PG,19,753,65%,35%,,,,-0.7,+10.2,33,15,23,5,29,8,307,6,16
Dejounte Murray,1996-09-19,1,2016-17,20,SAS,NBA,PG,11,168,83%,17%,,,,+7.0,+8.1,9,6,8,0,9,1,63,3,7
Dejounte Murray,1996-09-19,1,2017-18,21,SAS,NBA,PG,5,96,18%,82%,,,,-7.1,+3.3,2,1,3,0,4,0,24,0,3
Alec Burks,1991-07-20,0,2018-19,27,CLE,NBA,SG,34,979,1%,53%,44%,2%,,-13.5,-4.5,27,14,32,2,45,11,232,12,30
Alec Burks,1991-07-20,0,2018-19,27,SAC,NBA,SG,13,127,,38%,62%,,,-3.6,-2.7,1,1,3,1,3,0,24,1,0
Alec Burks,1991-07-20,0,2019-20,28,TOT,NBA,"SF,SG",66,1754,7%,45%,46%,2%,,-6.3,0.0,57,14,48,13,120,18,438,27,43
Trey Burke,1992-11-12,0,2019-20,27,DAL,NBA,PG,8,191,93%,7%,,,,-1.5,-6.8,4,2,5,3,5,2,74,1,7
Trey Burke,1992-11-12,0,2020-21,28,DAL,NBA,PG,62,911,99%,1%,,,,+0.6,-2.2,22,4,33,3,22,9,203,4,17
Troy Murphy,1980-05-02,0,2012-13,32,DAL,NBA,PF,14,256,,,,99%,2%,-6.2,-5.9,5,2,18,0,5,0,18,1,1
Troy Murphy,1980-05-02,1,2010-11,30,BOS,NBA,PF,1,3,,,,100%,,-66.7,-68.4,0,0,0,0,0,0,0,0,0
Troy Murphy,1980-05-02,1,2011-12,31,LAL,NBA,PF,4,15,,,,28%,72%,+9.3,+14.4,2,0,0,0,0,0,0,0,0
Mike Muscala,1991-07-01,1,2014-15,23,ATL,NBA,PF,10,102,,,,47%,53%,-12.0,-14.1,1,1,4,2,0,1,2,0,1
Mike Muscala,1991-07-01,1,2015-16,24,ATL,NBA,C,9,67,,,,,100%,-3.9,-2.7,0,2,2,1,1,0,8,0,1
Mike Muscala,1991-07-01,1,2016-17,25,ATL,NBA,C,6,81,,,,6%,94%,-1.1,-0.4,0,1,8,0,4,0,4,0,2
Reggie Bullock,1991-03-16,0,2020-21,29,NYK,NBA,SF,65,1949,,2%,96%,2%,,+1.9,-1.3,27,10,77,4,11,6,238,0,13
Reggie Bullock,1991-03-16,1,2013-14,22,LAC,NBA,SF,2,5,,,90%,10%,,-120.0,-122.4,0,0,0,0,0,0,2,0,0
Caron Butler,1980-03-13,1,2009-10,29,DAL,NBA,SG,6,202,,34%,66%,,,-4.2,-12.4,7,4,6,2,11,2,18,1,1
Caron Butler,1980-03-13,1,2011-12,31,LAC,NBA,SF,10,268,,,93%,6%,,-22.2,-34.5,1,6,9,3,8,0,24,0,6
Will Bynum,1983-01-04,0,2011-12,29,DET,NBA,PG,36,514,98%,2%,,,,-3.7,+2.3,27,16,14,6,30,1,153,10,18
Andrew Bynum,1987-10-27,0,2013-14,26,TOT,NBA,C,26,516,,,,,100%,-13.3,-11.7,10,4,18,8,27,0,64,7,12
Andrew Bynum,1987-10-27,0,2013-14,26,CLE,NBA,C,24,480,,,,,100%,-13.4,-11.3,9,3,17,7,23,0,60,6,11
Andrew Bynum,1987-10-27,0,2013-14,26,IND,NBA,C,2,36,,,,,100%,-12.7,-17.6,1,1,1,1,4,0,4,1,1
Alec Burks,1991-07-20,0,2019-20,28,GSW,NBA,SF,48,1390,8%,42%,49%,2%,,-9.2,-0.7,46,14,40,9,101,15,342,20,33
Alec Burks,1991-07-20,0,2019-20,28,PHI,NBA,SG,18,364,5%,54%,38%,3%,,+5.0,+2.9,11,0,8,4,19,3,96,7,10
Trey Burke,1992-11-12,1,2016-17,24,WAS,NBA,PG,3,20,73%,28%,,,,-5.4,-4.9,0,0,1,0,0,0,12,0,0
Trey Burke,1992-11-12,1,2019-20,27,DAL,NBA,PG,6,156,100%,,,,,+0.9,+21.2,3,2,10,0,4,0,31,0,1
Mike Muscala,1991-07-01,1,2019-20,28,OKC,NBA,C,2,20,,,,,100%,-27.2,-21.0,0,0,1,0,0,0,2,0,0
Reggie Bullock,1991-03-16,1,2015-16,24,DET,NBA,SF,2,22,,86%,15%,,,-33.2,-26.0,0,0,2,0,0,0,7,0,0
Caron Butler,1980-03-13,1,2012-13,32,LAC,NBA,SF,6,136,,,79%,21%,,-20.4,-25.8,1,1,1,1,1,0,0,1,3
Caron Butler,1980-03-13,1,2013-14,33,OKC,NBA,SF,18,419,,22%,71%,7%,,-5.9,-8.3,4,3,13,2,10,1,36,1,5
Will Bynum,1983-01-04,0,2012-13,30,DET,NBA,PG,65,1219,100%,,,,,-6.7,-3.4,60,46,48,8,53,5,536,9,49
Will Bynum,1983-01-04,0,2013-14,31,DET,NBA,PG,56,1054,80%,20%,,,,-5.4,-1.9,56,34,43,7,50,4,479,15,30
Andrew Bynum,1987-10-27,1,2009-10,22,LAL,NBA,C,23,561,,,,,100%,+0.5,-6.9,4,3,47,3,27,1,27,8,16
Andrew Bynum,1987-10-27,1,2010-11,23,LAL,NBA,C,10,320,,,,,100%,-4.7,-10.4,3,1,16,8,19,0,18,4,6
Alec Burks,1991-07-20,0,2020-21,29,NYK,NBA,SG,49,1255,1%,27%,73%,1%,,+5.2,+4.2,33,9,52,2,49,8,260,12,31
Alec Burks,1991-07-20,1,2011-12,20,UTA,NBA,SG,4,63,,100%,,,,-11.0,+10.8,3,0,1,0,7,1,6,1,3
Trey Burke,1992-11-12,1,2020-21,28,DAL,NBA,PG,2,17,100%,,,,,-56.3,-52.7,0,0,0,0,0,0,2,0,0
Reggie Bullock,1991-03-16,1,2020-21,29,NYK,NBA,SF,5,162,,,99%,1%,,-11.6,-11.6,0,2,4,0,2,0,12,0,2
Will Bynum,1983-01-04,0,2014-15,32,WAS,NBA,SG,7,67,75%,25%,,,,-37.6,-39.2,6,1,5,1,1,0,40,0,2
Will Bynum,1983-01-04,1,2014-15,32,WAS,NBA,SG,3,31,99%,2%,,,,-9.0,-14.2,3,2,3,0,2,0,6,1,1
Andrew Bynum,1987-10-27,1,2011-12,24,LAL,NBA,C,12,451,,,,,100%,-3.6,+5.0,2,7,12,1,31,1,40,7,24
Alec Burks,1991-07-20,1,2017-18,26,UTA,NBA,SG,9,120,17%,54%,29%,,,+2.1,+5.0,2,4,3,0,10,0,43,5,5
Alec Burks,1991-07-20,1,2019-20,28,PHI,NBA,SG,4,95,,37%,63%,,,-8.6,+8.0,3,0,3,0,5,0,16,1,2
Alec Burks,1991-07-20,1,2020-21,29,NYK,NBA,SG,5,128,16%,51%,33%,,,+3.2,+23.3,0,2,8,0,6,0,30,1,0
Dwight Buycks,1989-03-06,0,2013-14,24,TOR,NBA,PG,14,146,83%,17%,,,,+1.5,-2.2,4,3,4,0,6,0,25,3,4
Xavier Munford,1992-06-01,0,2015-16,23,MEM,NBA,SG,14,244,73%,25%,3%,,,-6.6,-4.5,6,4,10,2,8,2,47,4,7
Dwight Buycks,1989-03-06,0,2014-15,25,LAL,NBA,PG,6,123,100%,,,,,-10.7,-3.7,8,2,2,1,5,0,28,2,5
Dwight Buycks,1989-03-06,0,2017-18,28,DET,NBA,PG,29,427,100%,,,,,+0.3,+0.6,25,8,18,2,20,1,144,1,25
Svi Mykhailiuk,1997-06-10,0,2018-19,21,TOT,NBA,SF,42,440,1%,13%,61%,24%,,-1.6,+0.3,13,5,18,0,6,5,81,1,8
Xavier Munford,1992-06-01,0,2017-18,25,MIL,NBA,SG,6,21,100%,,,,,-35.5,-35.7,1,1,3,0,1,0,9,0,0
Xavier Munford,1992-06-01,1,2015-16,23,MEM,NBA,SG,4,89,85%,15%,,,,-26.4,-3.7,4,1,4,0,1,1,21,0,0
Erik Murphy,1990-10-26,0,2013-14,23,CHI,NBA,C,24,62,,,,3%,97%,-39.2,-41.9,0,2,5,0,0,0,4,0,1
Jimmy Butler,1989-09-14,0,2011-12,22,CHI,NBA,SG,42,359,,4%,95%,2%,,+16.9,+8.3,3,5,13,2,28,0,33,4,13
Rasual Butler,1979-05-23,0,2009-10,30,LAC,NBA,SF,82,2702,,31%,67%,3%,,-5.7,+4.2,40,17,68,7,50,8,250,9,28
Pape Sy,1988-04-05,0,2010-11,22,ATL,NBA,SF,3,21,,,100%,,,-19.3,-18.5,1,2,1,0,2,1,5,1,2
Svi Mykhailiuk,1997-06-10,0,2018-19,21,LAL,NBA,SF,39,420,1%,14%,62%,23%,,-0.1,+2.0,13,5,18,0,6,5,73,1,7
Svi Mykhailiuk,1997-06-10,0,2018-19,21,DET,NBA,SF,3,20,,,49%,51%,,-33.9,-33.7,0,0,0,0,0,0,8,0,1
Svi Mykhailiuk,1997-06-10,0,2019-20,22,DET,NBA,SF,56,1265,,5%,84%,11%,,-1.1,+5.1,38,10,35,4,27,10,260,3,24
Edmond Sumner,1995-12-31,0,2017-18,22,IND,NBA,PG,1,2,,100%,,,,-110.0,-111.7,0,0,1,0,0,0,0,0,0
Caleb Swanigan,1997-04-18,0,2017-18,20,POR,NBA,PF,27,189,,,3%,95%,2%,+0.1,-2.9,2,4,18,4,10,2,35,4,4
Jimmy Butler,1989-09-14,0,2012-13,23,CHI,NBA,SF,82,2134,,27%,70%,3%,,+3.1,+5.2,25,19,46,8,101,8,259,19,55
Jimmy Butler,1989-09-14,0,2013-14,24,CHI,NBA,SG,67,2591,,71%,29%,,,+4.4,+6.5,48,25,52,13,151,17,394,22,49
Rasual Butler,1979-05-23,0,2010-11,31,TOT,NBA,SG,47,770,,66%,34%,,,-7.0,-4.8,9,5,22,2,8,0,62,1,9
Rasual Butler,1979-05-23,0,2010-11,31,LAC,NBA,SG,41,744,,68%,32%,,,-8.2,-5.6,8,5,21,2,8,0,62,1,9
Pape Sy,1988-04-05,1,2010-11,22,ATL,NBA,SF,4,11,,76%,24%,,,+39.5,+45.3,1,0,1,0,2,0,6,0,0
DaJuan Summers,1988-01-24,0,2009-10,22,DET,NBA,SF,44,405,,53%,45%,2%,,-13.7,-8.8,6,6,24,2,17,1,37,2,11
Jared Sullinger,1992-03-04,0,2012-13,20,BOS,NBA,PF,45,892,,,,66%,35%,+2.8,+4.2,10,5,78,11,29,6,81,5,31
Svi Mykhailiuk,1997-06-10,0,2020-21,23,TOT,NBA,"SF,SG",66,1324,5%,51%,44%,1%,,-8.2,-0.5,38,29,22,8,17,9,268,3,28
Svi Mykhailiuk,1997-06-10,0,2020-21,23,DET,NBA,SF,36,634,,29%,70%,1%,,-2.1,+3.0,17,9,8,4,8,6,139,1,8
Svi Mykhailiuk,1997-06-10,0,2020-21,23,OKC,NBA,SG,30,690,9%,71%,20%,,,-13.8,-3.7,21,20,14,4,9,3,129,2,20
Edmond Sumner,1995-12-31,0,2018-19,23,IND,NBA,PG,23,210,4%,70%,26%,,,-7.7,-11.7,4,1,17,2,12,1,21,3,4
Edmond Sumner,1995-12-31,0,2019-20,24,IND,NBA,SG,31,447,1%,98%,1%,,,-1.9,-4.9,9,7,17,1,15,5,131,2,12
Edmond Sumner,1995-12-31,0,2020-21,25,IND,NBA,SG,53,861,17%,54%,29%,,,-1.4,-1.9,29,11,40,4,47,4,123,12,16
Caleb Swanigan,1997-04-18,0,2018-19,21,TOT,NBA,PF,21,178,,,,87%,13%,-17.3,-21.1,3,5,16,6,5,3,27,1,6
Caleb Swanigan,1997-04-18,0,2018-19,21,POR,NBA,PF,18,145,,,,97%,3%,-21.3,-26.2,2,5,13,5,4,1,18,1,6
Jimmy Butler,1989-09-14,0,2014-15,25,CHI,NBA,SG,65,2513,,70%,30%,,,+4.6,+3.5,43,19,46,23,203,7,492,30,59
Jimmy Butler,1989-09-14,0,2015-16,26,CHI,NBA,SG,67,2474,1%,81%,18%,,,-0.7,+2.6,72,41,66,17,198,5,742,32,56
Jimmy Butler,1989-09-14,0,2016-17,27,CHI,NBA,SF,76,2809,,1%,93%,6%,,+3.2,+10.9,82,48,52,18,301,9,961,54,59
Rasual Butler,1979-05-23,0,2010-11,31,CHI,NBA,SG,6,26,,16%,84%,,,+28.2,+20.1,1,0,1,0,0,0,0,0,0
Rasual Butler,1979-05-23,0,2011-12,32,TOR,NBA,SF,34,453,,2%,92%,6%,,-11.4,-9.0,7,3,24,4,4,0,44,1,5
Thomas Bryant,1997-07-31,0,2017-18,20,LAL,NBA,C,15,72,,,,50%,50%,-6.1,-4.7,0,0,4,2,3,0,14,1,0
DaJuan Summers,1988-01-24,0,2010-11,23,DET,NBA,SF,22,199,3%,27%,65%,4%,,-4.7,-0.9,2,6,10,1,6,0,4,0,6
DaJuan Summers,1988-01-24,0,2011-12,24,NOH,NBA,SF,15,209,,13%,87%,,,-8.2,-4.3,1,2,16,3,5,0,23,1,4
DaJuan Summers,1988-01-24,0,2012-13,25,LAC,NBA,PF,2,7,,,,100%,,0.0,-7.0,0,0,0,0,0,0,2,0,0
Jared Sullinger,1992-03-04,0,2013-14,21,BOS,NBA,PF,74,2041,,,,30%,70%,-2.3,+5.8,35,36,136,29,81,13,275,25,53
Jared Sullinger,1992-03-04,0,2014-15,22,BOS,NBA,PF,58,1566,,,,60%,40%,-2.3,-3.8,30,14,70,24,56,8,321,14,35
Jared Sullinger,1992-03-04,0,2015-16,23,BOS,NBA,PF,81,1915,,,,14%,86%,+4.9,+3.2,39,20,116,27,71,9,440,12,50
Edmond Sumner,1995-12-31,1,2018-19,23,IND,NBA,PG,1,2,,100%,,,,+166.7,+174.3,0,0,0,0,0,0,0,0,0
Edmond Sumner,1995-12-31,1,2019-20,24,IND,NBA,SG,3,41,65%,35%,,,,-11.0,+0.1,2,0,2,0,0,0,0,0,2
Caleb Swanigan,1997-04-18,0,2018-19,21,SAC,NBA,PF,3,33,,,,42%,59%,+0.2,+1.2,1,0,3,1,1,2,9,0,0
Caleb Swanigan,1997-04-18,0,2019-20,22,TOT,NBA,"C,PF",27,288,,,,9%,91%,-6.1,-5.3,20,5,26,8,3,4,76,1,2
Caleb Swanigan,1997-04-18,0,2019-20,22,SAC,NBA,C,7,23,,,,17%,83%,-31.0,-29.1,5,0,4,1,0,0,6,0,0
Jimmy Butler,1989-09-14,0,2017-18,28,MIN,NBA,SG,59,2164,,79%,19%,2%,,+8.8,+13.7,61,20,39,10,179,4,649,38,43
Jimmy Butler,1989-09-14,0,2018-19,29,TOT,NBA,"SF,SG",65,2185,,12%,77%,12%,,+4.0,+4.2,44,21,47,16,155,5,632,35,43
Rasual Butler,1979-05-23,0,2013-14,34,IND,NBA,SG,50,378,5%,69%,24%,2%,,-4.7,-10.4,8,2,21,0,7,0,39,0,1
Rasual Butler,1979-05-23,0,2014-15,35,WAS,NBA,SF,75,1505,,57%,43%,,,-2.1,-4.9,18,19,48,6,26,6,134,6,12
Rasual Butler,1979-05-23,0,2015-16,36,SAS,NBA,SF,46,432,,26%,69%,5%,,+9.8,-1.9,7,1,7,0,7,1,58,2,4
Thomas Bryant,1997-07-31,0,2018-19,21,WAS,NBA,C,72,1496,,,,1%,99%,-3.0,-0.1,25,12,61,12,67,5,218,26,31
Thomas Bryant,1997-07-31,0,2019-20,22,WAS,NBA,C,46,1147,,,,6%,94%,-7.4,-4.2,17,9,48,18,62,4,189,22,14
Thomas Bryant,1997-07-31,0,2020-21,23,WAS,NBA,C,10,271,,,,,100%,-3.3,-1.6,2,4,18,4,16,3,35,10,2
Rodney Stuckey,1986-04-21,0,2009-10,23,DET,NBA,PG,73,2499,61%,39%,,,,-2.7,+8.5,65,44,86,34,176,15,767,43,101
Jared Sullinger,1992-03-04,0,2016-17,24,TOR,NBA,PF,11,118,,,,70%,30%,-16.2,-21.4,1,1,7,2,4,1,5,2,4
Jared Sullinger,1992-03-04,1,2014-15,22,BOS,NBA,PF,4,80,,,,28%,72%,-7.6,+4.9,2,2,7,1,2,2,2,1,2
Caleb Swanigan,1997-04-18,0,2019-20,22,POR,NBA,PF,20,265,,,,8%,92%,-3.9,-3.2,15,5,22,7,3,4,70,1,2
Caleb Swanigan,1997-04-18,1,2017-18,20,POR,NBA,PF,1,8,,,,100%,,+54.4,+66.9,1,0,1,0,2,0,2,0,0
Jimmy Butler,1989-09-14,0,2018-19,29,MIN,NBA,SG,10,361,,38%,62%,,,-8.7,-7.9,5,3,8,4,28,0,105,5,7
Jimmy Butler,1989-09-14,0,2018-19,29,PHI,NBA,SF,55,1824,,6%,80%,14%,,+6.5,+6.6,39,18,39,12,127,5,527,30,36
Rasual Butler,1979-05-23,1,2010-11,31,CHI,NBA,SG,3,7,,47%,53%,,,+9.1,+4.5,0,0,0,0,0,0,0,0,0
Rasual Butler,1979-05-23,1,2013-14,34,IND,NBA,SG,11,70,,36%,63%,1%,,-10.8,-10.9,0,1,3,0,1,0,2,0,0
Rodney Stuckey,1986-04-21,0,2010-11,24,DET,NBA,PG,70,2183,92%,8%,,,,-1.9,+4.3,72,43,81,33,181,10,807,49,74
Rodney Stuckey,1986-04-21,0,2011-12,25,DET,NBA,SG,55,1644,2%,93%,5%,,,-1.4,+8.7,49,27,61,23,147,4,467,36,48
Rodney Stuckey,1986-04-21,0,2012-13,26,DET,NBA,SG,76,2171,12%,77%,11%,,,-7.1,-6.2,64,39,62,17,129,12,623,34,55
Jared Sullinger,1992-03-04,1,2015-16,23,BOS,NBA,PF,6,81,,,,10%,90%,-15.2,-12.8,1,3,4,2,1,0,17,0,4
Kobe Bryant,1978-08-23,0,2009-10,31,LAL,NBA,SG,73,2835,1%,78%,21%,,,+8.6,+12.4,109,66,60,35,233,11,831,46,67
Jimmy Butler,1989-09-14,0,2019-20,30,MIA,NBA,SF,58,1959,,,64%,36%,,+5.8,+6.4,77,17,29,19,232,4,851,48,45
Jimmy Butler,1989-09-14,0,2020-21,31,MIA,NBA,SF,52,1745,,,70%,30%,,+5.4,+10.7,67,22,30,15,182,11,893,38,42
Jimmy Butler,1989-09-14,1,2011-12,22,CHI,NBA,SG,3,4,2%,14%,85%,,,-80.4,-79.4,0,0,0,0,0,0,0,0,0
Rasual Butler,1979-05-23,1,2014-15,35,WAS,NBA,SF,2,7,,98%,2%,,,-13.8,-18.3,0,0,1,0,0,0,3,0,0
Rodney Stuckey,1986-04-21,0,2013-14,27,DET,NBA,SG,73,1950,,76%,24%,,,-4.6,-1.2,53,43,67,21,131,10,338,37,49
Rodney Stuckey,1986-04-21,0,2014-15,28,IND,NBA,PG,71,1874,11%,87%,2%,,,-0.6,-1.2,59,27,59,22,96,17,506,30,48
Rodney Stuckey,1986-04-21,0,2015-16,29,IND,NBA,PG,58,1275,40%,59%,1%,,,+0.2,-2.5,40,23,40,9,71,12,335,13,31
Kobe Bryant,1978-08-23,0,2010-11,32,LAL,NBA,SG,82,2779,,87%,13%,,,+8.2,+4.3,103,69,44,39,234,11,871,59,70
Kobe Bryant,1978-08-23,0,2011-12,33,LAL,NBA,SG,58,2232,,99%,1%,,,+3.0,+5.2,88,78,40,22,177,2,580,44,45
Kobe Bryant,1978-08-23,0,2012-13,34,LAL,NBA,SG,78,3013,,67%,32%,1%,,+2.3,+2.8,148,88,68,17,230,13,1092,43,71
Jimmy Butler,1989-09-14,1,2012-13,23,CHI,NBA,SF,12,490,,28%,73%,,,-9.9,-15.8,11,4,15,1,24,1,70,7,6
Jimmy Butler,1989-09-14,1,2013-14,24,CHI,NBA,SG,5,218,,64%,36%,,,-6.9,-15.8,1,1,7,1,10,0,25,1,5
Jimmy Butler,1989-09-14,1,2014-15,25,CHI,NBA,SG,12,506,,82%,18%,,,+4.7,+12.5,12,5,15,2,32,0,87,7,15
Rodney Stuckey,1986-04-21,0,2016-17,30,IND,NBA,PG,39,696,51%,48%,1%,,,-2.2,-2.4,23,19,19,9,52,4,197,7,16
Rodney Stuckey,1986-04-21,1,2015-16,29,IND,NBA,PG,7,125,20%,79%,1%,,,+5.2,+5.5,2,4,4,0,3,3,37,0,4
Kobe Bryant,1978-08-23,0,2013-14,35,LAL,NBA,SG,6,177,27%,55%,18%,,,-9.6,-3.7,30,3,5,1,8,0,83,0,5
Kobe Bryant,1978-08-23,0,2014-15,36,LAL,NBA,SG,35,1207,2%,89%,9%,,,-12.1,-7.2,74,34,29,11,95,5,441,19,27
Jimmy Butler,1989-09-14,1,2016-17,27,CHI,NBA,SF,6,239,,36%,63%,1%,,-8.9,-7.9,7,5,4,3,19,0,63,4,6
Jimmy Butler,1989-09-14,1,2017-18,28,MIN,NBA,SG,5,170,,55%,26%,19%,,-3.6,+19.9,3,2,3,0,8,1,50,1,6
Kobe Bryant,1978-08-23,0,2015-16,37,LAL,NBA,SF,66,1863,,2%,97%,1%,,-15.4,-9.8,85,36,45,3,107,2,416,16,35
Kobe Bryant,1978-08-23,1,2009-10,31,LAL,NBA,SG,23,923,2%,83%,15%,,,+5.2,+7.6,35,28,29,11,68,6,285,12,23
Jimmy Butler,1989-09-14,1,2018-19,29,PHI,NBA,SF,12,421,,16%,83%,1%,,+10.6,+29.0,13,1,9,6,31,0,153,8,5
Jimmy Butler,1989-09-14,1,2019-20,30,MIA,NBA,SF,21,806,,,3%,88%,9%,+1.9,+0.4,37,16,15,4,86,6,318,14,25
Jimmy Butler,1989-09-14,1,2020-21,31,MIA,NBA,SF,4,154,,,75%,25%,,-24.1,-24.2,4,3,2,1,9,3,73,0,3
Kobe Bryant,1978-08-23,1,2010-11,32,LAL,NBA,SG,10,354,,88%,12%,,,+0.6,+6.8,18,9,12,0,24,1,74,5,10
Kobe Bryant,1978-08-23,1,2011-12,33,LAL,NBA,SG,12,476,,88%,12%,,,-4.6,+0.5,12,17,13,4,35,4,117,7,19
Byron Mullens,1989-02-14,0,2009-10,20,OKC,NBA,PF,13,54,,,,3%,97%,-23.7,-28.4,0,1,9,2,0,0,3,0,1
Elijah Bryant,1995-04-19,0,2020-21,25,MIL,NBA,SG,1,32,12%,58%,20%,10%,,+14.4,+8.9,1,2,2,0,2,0,8,1,0
Nicolás Brussino,1993-03-02,0,2016-17,23,DAL,NBA,SG,54,521,8%,52%,40%,,,-12.0,-10.2,16,5,20,0,6,2,106,2,5
Byron Mullens,1989-02-14,0,2010-11,21,OKC,NBA,PF,13,85,,,,46%,54%,-11.9,-16.5,3,2,5,1,5,1,0,0,2
Byron Mullens,1989-02-14,0,2011-12,22,CHA,NBA,C,65,1465,,,,1%,99%,-13.5,+3.9,34,17,77,17,50,3,119,9,30
Byron Mullens,1989-02-14,0,2012-13,23,CHA,NBA,PF,53,1428,,,,82%,18%,-15.6,-8.6,39,20,53,4,37,6,173,5,27
Moses Brown,1999-10-13,0,2019-20,20,POR,NBA,C,9,33,,,,,100%,-45.7,-45.2,2,0,6,1,4,0,2,0,0
